地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
82,,2110010,1,20250528,1255,24,10,0,0,0,0,0,16,7,0,0,0,0,0,3,202505281255,37.110573456365614,140.1455465,,,,,,,,,,,,
82,,2110017,1,20250528,1255,83,23,0,0,0,0,0,76,19,0,0,0,0,0,3,202505281255,37.37338104665072,140.3483355,,,,,,,,,,,,
82,,2110019,1,20250528,1255,75,16,0,0,0,0,0,64,12,0,0,0,0,0,3,202505281255,37.46431627674753,140.3769493,,,,,,,,,,,,
82,,2110021,1,20250528,1255,41,19,0,0,0,0,0,41,9,0,0,0,0,0,3,202505281255,37.606841446897334,140.4677635,,,,,,,,,,,,
82,,2110030,1,20250528,1255,71,16,0,0,0,0,0,95,15,0,0,0,0,0,3,202505281255,37.73677529703182,140.4665726,,,,,,,,,,,,
82,,2110040,1,20250528,1255,46,8,0,0,0,0,0,57,9,0,0,0,0,0,3,202505281255,37.807813217104496,140.4958221,,,,,,,,,,,,
82,,2110050,1,20250528,1255,0,0,0,0,0,0,0,6,14,0,0,0,0,0,3,202505281255,37.90940456720739,140.5830744,,,,,,,,,,,,
82,,2110060,1,20250528,1255,67,18,0,0,0,0,0,62,12,0,0,0,0,0,3,202505281255,38.085083367382396,140.8283056,,,,,,,,,,,,
82,,2110061,1,20250528,1255,13,6,0,0,0,0,0,9,3,1,0,0,0,0,3,202505281255,39.627223038752774,141.927215,,,,,,,,,,,,
82,,2110062,1,20250528,1255,11,5,0,0,0,0,0,15,3,0,0,0,0,0,3,202505281255,39.659168038777906,141.92916800000003,,,,,,,,,,,,
82,,2110063,1,20250528,1255,11,5,0,0,0,0,0,13,1,0,0,0,0,0,3,202505281255,39.73009903883322,141.960134,,,,,,,,,,,,
82,,2110065,1,20250528,1255,83,6,0,0,0,0,0,63,8,0,0,0,0,0,3,202505281255,38.15208336744814,140.8853611,,,,,,,,,,,,
82,,2110080,1,20250528,1255,68,13,0,0,0,0,0,97,11,0,0,0,0,0,3,202505281255,38.34041670763003,140.8834444,,,,,,,,,,,,
82,,2110081,1,20250528,1255,40,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505281255,38.34313892763262,140.8802778,,,,,,,,,,,,
82,,2110090,1,20250528,1255,42,11,0,0,0,0,0,51,2,0,0,0,0,0,3,202505281255,38.60986114788262,140.9828333,,,,,,,,,,,,
82,,2110091,1,20250528,1255,10,11,0,0,0,0,0,19,7,0,0,0,0,0,3,202505281255,38.83405559808584,141.0848056,,,,,,,,,,,,
82,,2110092,1,20250528,1255,40,10,0,0,0,0,0,22,4,0,0,0,0,0,3,202505281255,38.930416038171224,141.117432,,,,,,,,,,,,
82,,2110093,1,20250528,1255,20,9,0,0,0,0,0,15,5,0,0,0,0,0,3,202505281255,39.003777838235415,141.1133766,,,,,,,,,,,,
82,,2110095,1,20250528,1255,24,2,0,0,0,0,0,21,2,0,0,0,0,0,3,202505281255,39.166645038375485,141.142913,,,,,,,,,,,,
82,,2110101,1,20250528,1255,21,5,0,0,0,0,0,21,3,0,0,0,0,0,3,202505281255,39.41215882858007,141.1284828,,,,,,,,,,,,
82,,2110102,1,20250528,1255,35,7,0,0,0,0,0,44,2,0,0,0,0,0,3,202505281255,39.486604768640554,141.1422372,,,,,,,,,,,,
82,,2110103,1,20250528,1255,75,5,0,0,0,0,0,97,1,0,0,0,0,0,3,202505281255,39.668019038784855,141.15759,,,,,,,,,,,,
82,,2110106,1,20250528,1255,56,7,0,0,0,0,0,52,6,0,0,0,0,0,3,202505281255,39.70774803881587,141.165401,,,,,,,,,,,,
82,,2110110,1,20250528,1255,42,5,0,0,0,0,0,63,3,0,0,0,0,0,3,202505281255,39.7581439588549,141.134491,,,,,,,,,,,,
82,,2110120,1,20250528,1255,20,5,0,0,0,0,0,22,1,0,0,0,0,0,3,202505281255,40.24861199921695,141.2695885,,,,,,,,,,,,
82,,2110121,1,20250528,1255,17,6,0,0,0,0,0,14,2,0,0,0,0,0,3,202505281255,40.33516094927743,141.2985134,,,,,,,,,,,,
82,,2110129,1,20250528,1255,12,3,0,0,0,0,0,29,1,0,0,0,0,0,3,202505281255,40.60877243946183,141.2602758,,,,,,,,,,,,
82,,2110130,1,20250528,1255,0,0,39,0,0,1,0,0,0,35,0,0,1,0,3,202505281255,40.65837352949415,141.1919975,,,,,,,,,,,,
82,,2110132,1,20250528,1255,1,0,0,0,0,0,0,19,3,0,0,0,0,0,3,202505281255,40.685015229511365,141.1707866,,,,,,,,,,,,
82,,2110140,1,20250528,1255,22,7,0,0,0,0,0,21,0,0,0,0,0,0,3,202505281255,40.89885213964595,140.8603907,,,,,,,,,,,,
82,,2110143,1,20250528,1255,26,12,0,0,0,0,0,31,2,0,0,0,0,0,3,202505281255,39.946858248998055,141.2168884,,,,,,,,,,,,
82,,2110144,1,20250528,1255,30,5,0,0,1,0,0,16,7,0,0,1,0,0,3,202505281255,40.83186565960448,141.1289549,,,,,,,,,,,,
82,,2110150,1,20250528,1255,22,7,0,0,0,0,0,32,7,0,0,0,0,0,3,202505281255,36.857960956084185,140.7891727,,,,,,,,,,,,
82,,2110160,1,20250528,1255,64,7,0,0,0,0,0,41,14,0,0,0,0,0,3,202505281255,36.92281008615712,140.8423448,,,,,,,,,,,,
82,,2110161,1,20250528,1255,48,10,0,0,0,0,0,33,10,0,0,0,0,0,3,202505281255,37.03306503628002,140.911907,,,,,,,,,,,,
82,,2110162,1,20250528,1255,30,6,0,0,0,0,0,21,3,0,0,0,0,0,3,202505281255,37.11549536637102,140.9974993,,,,,,,,,,,,
82,,2110163,1,20250528,1255,9,3,0,0,0,0,0,18,7,0,0,0,0,0,3,202505281255,37.38527750666344,141.0086632,,,,,,,,,,,,
82,,2110165,1,20250528,1255,34,7,0,0,0,0,0,31,4,1,0,0,0,0,3,202505281255,37.63270112692426,140.9856901,,,,,,,,,,,,
82,,2110168,1,20250528,1255,20,5,0,0,0,0,0,18,5,0,0,0,0,0,3,202505281255,37.81498403711179,140.943249,,,,,,,,,,,,
82,,2110170,1,20250528,1255,7,4,0,0,0,0,0,8,2,0,0,0,0,0,3,202505281255,37.89520971719308,140.9035528,,,,,,,,,,,,
82,,2110173,1,20250528,1255,53,11,0,0,0,0,0,32,7,0,0,0,0,0,3,202505281255,37.094818366348264,140.9771016,,,,,,,,,,,,
