地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2
89,,9810010,1,20250530,1155,73,2,0,53,16,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.86852803226232,130.79675,,
89,,9810020,1,20250530,1155,57,12,0,60,15,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.835259032215276,130.608521,,
89,,9810030,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.78978203215081,130.567337,,
89,,9810040,1,20250530,1155,140,25,0,148,22,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.744955032087105,130.488242,,
89,,9810050,1,20250530,1155,100,11,0,120,15,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.73691203207566,130.478193,,
89,,9810070,1,20250530,1155,102,34,0,96,24,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.52600403177376,130.49557,,
89,,9810080,1,20250530,1155,97,26,0,93,23,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.51100303175216,130.511069,,
89,,9810090,1,20250530,1155,88,22,0,100,26,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.510200031751005,130.520977,,
89,,9810100,1,20250530,1155,46,16,0,60,12,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.477797031704284,130.53932,,
89,,9810110,1,20250530,1155,44,41,0,79,13,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.44687903165964,130.541025,,
89,,9810120,1,20250530,1155,36,10,0,42,20,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.33966203150427,130.525942,,
89,,9810130,1,20250530,1155,24,10,0,16,21,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.19870703129871,130.60119,,
89,,9810140,1,20250530,1155,15,10,0,14,9,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.170447031257325,130.617432,,
89,,9810150,1,20250530,1155,102,19,0,93,17,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.86806903226167,130.775199,,
89,,9810160,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.86432503225638,130.74688,,
89,,9810170,1,20250530,1155,74,12,0,63,10,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.648732031949855,130.441499,,
89,,9810180,1,20250530,1155,115,28,0,150,26,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.61500003190157,130.438611,,
89,,9810190,1,20250530,1155,41,19,0,56,20,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.4496850316637,130.546326,,
89,,9810200,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.41916903161956,130.532642,,
89,,9810210,1,20250530,1155,56,12,0,44,10,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.92737203089908,130.698429,,
89,,9810230,1,20250530,1155,10,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.33541003001024,130.485852,,
89,,9810250,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.10065202965169,130.308808,,
89,,9810260,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.06933302960361,130.240833,,
89,,9810270,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.05996802958923,130.223169,,
89,,9810280,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.00103302949858,130.195866,,
89,,9810290,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.77354502914685,130.301221,,
89,,9810300,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.752394029113987,130.297198,,
89,,9810310,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.671780028988586,130.334671,,
89,,9810320,1,20250530,1155,41,8,0,27,3,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,31.644384028945897,130.514685,,
89,,9810330,1,20250530,1155,68,8,0,81,6,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,31.593127028865894,130.55217,,
89,,9810340,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.774587029148464,130.294585,,
89,,9810350,1,20250530,1155,,,,55,9,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,31.586173028855043,130.521497,,
89,,9810360,1,20250530,1155,41,15,0,62,12,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.6356250319311,131.074923,,
89,,9810370,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.60811903189171,131.1134,,
89,,9810380,1,20250530,1155,24,12,0,22,3,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.55407703181414,131.25154,,
89,,9810390,1,20250530,1155,19,7,0,14,3,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.47356403169818,131.495973,,
89,,9810400,1,20250530,1155,21,8,0,24,7,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.4199570316207,131.549075,,
89,,9810410,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.35718603152971,131.497308,,
89,,9810420,1,20250530,1155,29,1,0,158,36,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.28844603142974,131.50415600000002,,
89,,9810430,1,20250530,1155,49,4,0,74,7,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.1773230312674,131.619615,,
89,,9810440,1,20250530,1155,,,,38,7,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.091164031140934,131.647172,,
89,,9810450,1,20250530,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.07813503112177,131.638559,,
89,,9810460,1,20250530,1155,22,3,0,25,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.03375103105637,131.689156,,
89,,9810470,1,20250530,1155,7,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.001599031008915,131.788698,,
89,,9810480,1,20250530,1155,16,5,0,17,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.95275303093668,131.841525,,
89,,9810490,1,20250530,1155,7,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.92192503089102,131.801353,,
89,,9810500,1,20250530,1155,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.84521503077709,131.718143,,
89,,9810510,1,20250530,1155,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.53550003178742,131.301439,,
89,,9810520,1,20250530,1155,,,,42,15,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.17727003126732,131.636491,,
89,,9810530,1,20250530,1155,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.76588703065887,131.69922,,
89,,9810540,1,20250530,1155,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.73308003060985,131.712307,,
89,,9810550,1,20250530,1155,11,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.680641030531355,131.69547,,
89,,9810560,1,20250530,1155,10,1,0,11,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.6162990304348,131.682165,,
89,,9810570,1,20250530,1155,7,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.58759103039164,131.676921,,
89,,9810580,1,20250530,1155,80,3,0,95,9,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.56240603035372,131.681538,,
89,,9810590,1,20250530,1155,38,9,0,59,6,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.512945030279155,131.682071,,
89,,9810600,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.505475030267874,131.671612,,
89,,9810610,1,20250530,1155,63,14,0,52,4,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.48380003023514,131.65983,,
89,,9810620,1,20250530,1155,51,9,0,65,10,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.44750003018023,131.634167,,
89,,9810630,1,20250530,1155,24,7,0,32,9,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.34169203001978,131.615818,,
89,,9810640,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.118920029679714,131.525151,,
89,,9810650,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.04093702955998,131.469141,,
89,,9810660,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.943136029409334,131.344339,,
89,,9810680,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.916759029368613,131.228421,,
89,,9810690,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.831007029235955,131.126939,,
89,,9810700,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,31.70972202904765,131.054167,,
89,,9810720,1,20250530,1155,14,8,0,7,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,31.661481028972545,130.889721,,
89,,9810730,1,20250530,1155,22,8,0,30,7,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,31.723242029068686,130.809578,,
89,,9810740,1,20250530,1155,57,4,0,49,6,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.30389903145224,130.368554,,
89,,9810750,1,20250530,1155,75,19,0,67,11,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.27419603140898,130.293549,,
89,,9810760,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.26474303139519,130.245086,,
89,,9810770,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.26041603138888,130.218458,,
89,,9810780,1,20250530,1155,49,7,0,46,13,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.23447503135101,130.18203100000002,,
89,,9810790,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.22225103133315,130.172161,,
89,,9810800,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.219025031328435,130.143217,,
89,,9810810,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.21595003132393,130.087452,,
89,,9810820,1,20250530,1155,40,10,0,44,5,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,33.21877403132806,130.052459,,
89,,9810830,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.207839031312076,130.047967,,
89,,9810840,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,33.07291503111407,129.960829,,
89,,9810850,1,20250530,1155,35,3,0,26,8,0,0,0,0,0,0,0,0,0,0,0,3,202505301155,32.995999031000636,129.948701,,
89,,9810860,1,20250530,1155,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505301155,32.9044610308651,129.957531,,
