FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
t_travospublic_measure_5m.26469677.202505221420,83,,3110560,1,20250522,1420,23,13,0,0,0,0,0,31,2,0,0,0,0,0,3,202505221420,35.43543715437221,138.84019380000004,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469678.202505221420,83,,3110570,1,20250522,1420,13,3,0,0,0,0,0,12,5,0,0,0,0,0,3,202505221420,35.39117538431567,138.86336800000004,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469679.202505221420,83,,3110580,1,20250522,1420,10,5,0,0,0,0,0,18,5,0,0,0,0,0,3,202505221420,35.47790102442629,138.6703992,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469680.202505221420,83,,3110590,1,20250522,1420,43,4,0,0,0,0,0,20,4,0,0,0,0,0,3,202505221420,35.51892892447836,138.83839670000003,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469681.202505221420,83,,3110600,1,20250522,1420,83,10,15,0,0,0,0,112,8,6,0,0,0,0,3,202505221420,35.6500387346437,139.6833757,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469682.202505221420,83,,3110610,1,20250522,1420,101,19,6,0,0,0,0,120,16,4,0,0,0,0,3,202505221420,35.536946034501184,139.510691,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469683.202505221420,83,,3110620,1,20250522,1420,82,27,3,0,0,0,0,96,27,1,0,0,0,0,3,202505221420,35.472892034419914,139.412266,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469684.202505221420,83,,3110630,1,20250522,1420,56,12,1,0,0,0,0,55,8,0,0,0,0,0,3,202505221420,35.4275870343622,139.351511,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469685.202505221420,83,,3110640,1,20250522,1420,44,4,0,0,0,0,0,46,5,2,0,0,0,0,3,202505221420,35.37445003429424,139.203293,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469686.202505221420,83,,3110650,1,20250522,1420,16,9,2,0,0,0,0,22,8,0,0,0,0,0,3,202505221420,35.36087503427685,139.014722,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469687.202505221420,83,,3110660,1,20250522,1420,59,26,3,0,0,0,0,59,25,1,0,0,0,0,3,202505221420,35.68396699468621,139.992342,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469688.202505221420,83,,3110670,1,20250522,1420,25,23,1,0,0,0,0,25,27,0,0,0,0,0,3,202505221420,35.588442964566234,139.7548217,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469689.202505221420,83,,3110980,1,20250522,1420,36,15,4,0,0,0,0,24,15,0,0,0,0,0,1,202505221420,36.24888937537695,138.4463891,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469690.202505221420,83,,3110990,1,20250522,1420,32,13,0,0,0,0,0,0,0,0,0,0,0,0,1,202505221420,36.242588925369425,138.4374556,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469691.202505221420,83,,3111000,1,20250522,1420,0,0,0,0,0,0,0,22,5,0,0,0,0,0,1,202505221420,36.22486392534824,138.4372861,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469692.202505221420,83,,3111010,1,20250522,1420,22,2,0,0,0,0,0,16,7,0,0,0,0,0,1,202505221420,36.16839725528054,138.4688,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469693.202505221420,83,,3111030,1,20250522,1420,20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,202505221420,36.14629447525393,138.4676028,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469694.202505221420,83,,3111040,1,20250522,1420,0,0,0,0,0,0,0,17,4,0,0,0,0,0,1,202505221420,36.13644447524206,138.4613806,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469695.202505221420,83,,3111050,1,20250522,1420,7,1,0,0,0,0,0,17,8,0,0,0,0,0,1,202505221420,35.443037034381895,138.453937,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469696.202505221420,83,,3111060,1,20250522,1420,16,2,0,0,0,0,0,20,8,2,0,0,0,0,1,202505221420,35.48100503443024,138.45894900000002,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469697.202505221420,83,,3111070,1,20250522,1420,18,7,0,0,0,0,0,10,8,0,0,0,0,0,1,202505221420,35.35961103427522,138.456636,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469698.202505221420,83,,3111080,1,20250522,1420,27,6,1,0,0,0,0,10,9,0,0,0,0,0,1,202505221420,35.337913034247364,138.45119000000003,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469699.202505221420,83,,3111090,1,20250522,1420,27,5,0,0,0,0,0,14,7,1,0,0,0,0,1,202505221420,35.27778503416994,138.444487,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469700.202505221420,83,,3310680,1,20250522,1420,61,4,2,0,0,0,0,75,13,8,0,0,0,0,3,202505221420,35.55346203452207,139.695301,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469701.202505221420,83,,3310690,1,20250522,1420,55,8,3,0,0,0,0,64,7,6,0,0,0,0,3,202505221420,35.476498034424495,139.611304,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469702.202505221420,83,,3310710,1,20250522,1420,46,8,39,0,0,0,0,85,12,7,0,0,0,0,3,202505221420,35.76969950479312,139.8035038,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469703.202505221420,83,,3310720,1,20250522,1420,79,6,5,0,0,0,0,71,20,3,0,0,0,0,3,202505221420,35.78172684480805,139.8030451,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469704.202505221420,83,,3310730,1,20250522,1420,78,10,6,0,0,0,0,71,13,6,0,0,0,0,3,202505221420,35.723854004736026,139.819876,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469705.202505221420,83,,3310740,1,20250522,1420,93,7,3,0,0,0,0,0,0,0,0,1,1,0,3,202505221420,35.76173829478322,139.8620188,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469706.202505221420,83,,3310750,1,20250522,1420,66,14,7,0,0,0,0,92,15,8,0,0,0,0,3,202505221420,35.768080334791094,139.8831359,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469707.202505221420,83,,3310760,1,20250522,1420,38,6,0,0,0,0,0,35,1,0,0,0,0,0,3,202505221420,36.333593035477676,140.487226,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469708.202505221420,83,,3310770,1,20250522,1420,92,14,6,0,0,0,0,62,22,7,0,0,0,0,3,202505221420,35.696867714702336,139.8301488,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469709.202505221420,83,,3310780,1,20250522,1420,67,8,3,0,0,0,0,57,13,4,0,0,0,0,3,202505221420,35.550513454518345,139.7165117,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469710.202505221420,83,,3310790,1,20250522,1420,51,7,0,0,0,0,0,45,10,0,0,0,0,0,3,202505221420,35.30616103420651,139.624807,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469711.202505221420,83,,3310800,1,20250522,1420,247,79,0,0,0,0,0,231,156,0,0,0,0,0,3,202505221420,35.45761703440047,139.54761,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469712.202505221420,83,,3310810,1,20250522,1420,67,24,1,0,0,0,0,83,21,2,0,0,0,0,3,202505221420,35.88142903493132,139.9657318,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469713.202505221420,83,,3310830,1,20250522,1420,19,4,0,0,0,0,0,30,4,0,0,0,0,0,3,202505221420,36.65616783585431,139.0205401,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469714.202505221420,83,,3310840,1,20250522,1420,73,9,6,0,0,0,0,66,10,2,0,0,0,0,3,202505221420,35.67115788467016,139.6194506,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469715.202505221420,83,,3310850,1,20250522,1420,83,6,0,0,0,0,0,97,8,0,0,0,0,0,3,202505221420,35.644829464637155,138.6173022,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469716.202505221420,83,,3310860,1,20250522,1420,16,7,0,0,0,0,0,9,7,0,0,0,0,0,3,202505221420,35.85597447489995,138.2880181,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469717.202505221420,83,,3310880,1,20250522,1420,21,4,0,0,0,0,0,27,3,0,0,0,0,0,3,202505221420,35.58082577455663,138.474952,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469718.202505221420,83,,3310900,1,20250522,1420,113,18,5,0,0,0,0,104,18,3,0,0,0,0,3,202505221420,35.60764403459042,139.613062,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469719.202505221420,83,,3310910,1,20250522,1420,34,13,1,0,0,0,0,31,13,1,0,0,0,0,3,202505221420,35.34910803426173,139.141352,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469720.202505221420,83,,3310920,1,20250522,1420,63,7,6,0,0,0,0,75,10,3,0,0,0,0,3,202505221420,35.74888073476721,139.6969986,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469721.202505221420,83,,3310930,1,20250522,1420,94,9,6,0,0,0,0,78,17,1,0,0,0,0,3,202505221420,35.757753044778255,139.6835902,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469722.202505221420,83,,3310940,1,20250522,1420,84,26,2,0,0,0,0,90,28,5,0,0,0,0,3,202505221420,35.653820154648436,140.0442401,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469723.202505221420,83,,3310950,1,20250522,1420,84,58,3,0,0,0,0,74,44,3,0,0,0,0,3,202505221420,35.64815995464133,139.9005461,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469724.202505221420,83,,3310960,1,20250522,1420,14,20,0,0,0,0,0,0,1,0,0,0,0,0,3,202505221420,35.646721404639536,139.8238456,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469725.202505221420,84,,4110010,1,20250522,1420,150,53,0,0,0,0,0,170,41,0,0,0,0,0,3,202505221420,37.932215037230314,139.139722,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469726.202505221420,84,,4110020,1,20250522,1420,54,0,0,0,0,0,0,45,5,0,0,0,0,0,3,202505221420,37.96100603725917,139.354741,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469727.202505221420,84,,4110030,1,20250522,1420,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,202505221420,38.540634037818585,139.550276,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469728.202505221420,84,,4110040,1,20250522,1420,235,60,0,0,0,0,0,244,40,0,0,0,0,0,3,202505221420,37.89993403719785,139.068639,139.0649569,37.8988954271968,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469729.202505221420,84,,4110060,1,20250522,1420,27,7,2,0,0,0,0,24,8,3,0,0,0,0,3,202505221420,37.56415502685272,138.8938299,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469730.202505221420,84,,4110070,1,20250522,1420,32,7,1,0,0,0,0,46,7,1,0,0,0,0,3,202505221420,37.44889503673119,138.76828100000003,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469731.202505221420,84,,4110090,1,20250522,1420,9,3,0,0,0,0,0,7,1,0,0,0,0,0,3,202505221420,36.97923003622018,137.642048,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469732.202505221420,84,,4110110,1,20250522,1420,63,14,0,0,0,0,0,60,15,1,0,0,0,0,3,202505221420,36.737147395947105,137.3387361,137.3387361,36.737147395947105,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469733.202505221420,84,,4110120,1,20250522,1420,51,16,1,0,0,0,0,76,28,1,0,0,0,0,3,202505221420,36.74295939595373,137.1063924,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469734.202505221420,84,,4110130,1,20250522,1420,80,14,0,0,0,0,0,76,19,2,0,0,0,0,3,202505221420,36.75988562597303,137.0465469,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469735.202505221420,84,,4110140,1,20250522,1420,29,8,0,0,0,0,0,34,14,0,0,0,0,0,3,202505221420,36.6765250558777,136.8260425,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469736.202505221420,84,,4110150,1,20250522,1420,144,28,0,0,0,0,0,127,27,0,0,0,0,0,3,202505221420,36.589046875776866,136.6271782,136.6276288,36.58868075577644,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469737.202505221420,84,,4110160,1,20250522,1420,44,16,0,0,0,0,0,34,9,0,0,0,0,0,3,202505221420,36.33272803547666,136.42083400000004,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469738.202505221420,84,,4110170,1,20250522,1420,26,10,0,0,0,0,0,21,13,1,0,0,0,0,3,202505221420,36.295882035432925,136.303694,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469739.202505221420,84,,4110180,1,20250522,1420,17,2,0,0,0,0,0,22,1,0,0,0,0,0,3,202505221420,37.35568202663179,138.5718066,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469740.202505221420,84,,4110190,1,20250522,1420,6,0,0,0,0,0,0,3,1,0,0,0,0,0,3,202505221420,36.785345316001994,138.8016209,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469741.202505221420,84,,4110200,1,20250522,1420,33,4,0,0,0,0,0,34,4,3,0,0,0,0,3,202505221420,37.05929117630906,138.8725331,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469742.202505221420,84,,4110210,1,20250522,1420,13,7,3,0,0,0,0,42,7,7,0,0,0,0,3,202505221420,37.379305636657065,138.8344324,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469743.202505221420,84,,4110220,1,20250522,1420,18,1,0,0,0,0,0,9,1,0,0,0,0,0,3,202505221420,36.859512036085945,138.194944,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469744.202505221420,84,,4110230,1,20250522,1420,37,1,0,0,0,0,0,29,5,0,0,0,0,0,3,202505221420,36.59277686578118,137.2042608,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469745.202505221420,84,,4110240,1,20250522,1420,58,3,1,0,0,0,0,64,4,0,0,0,0,0,3,202505221420,36.68543044588792,137.2119749,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469746.202505221420,84,,4110250,1,20250522,1420,13,2,0,0,0,0,0,12,2,0,0,0,0,0,3,202505221420,37.66099003695361,139.47592,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469747.202505221420,84,,4110260,1,20250522,1420,15,3,0,0,0,0,0,9,3,0,0,0,0,0,3,202505221420,38.081379037378746,139.576978,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469748.202505221420,84,,4110270,1,20250522,1420,13,6,0,0,0,0,0,13,5,0,0,0,0,0,3,202505221420,37.60222103689251,138.798415,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469749.202505221420,84,,4110280,1,20250522,1420,41,5,0,0,0,0,0,48,5,0,0,0,0,0,3,202505221420,36.650611795847915,136.963672,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469750.202505221420,84,,4110290,1,20250522,1420,35,5,0,0,0,0,0,50,5,0,0,0,0,0,3,202505221420,36.52124203569812,136.587868,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469751.202505221420,84,,4110300,1,20250522,1420,59,21,0,0,1,0,0,74,17,0,0,0,0,0,3,202505221420,36.59043403577848,136.685666,136.68521,36.59039903577843,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469752.202505221420,84,,4110310,1,20250522,1420,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221420,37.0464990362949,137.047738,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469753.202505221420,84,,4110320,1,20250522,1420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505221420,36.8686864160963,136.96136,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469754.202505221420,84,,4110330,1,20250522,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221420,36.83313510605615,136.9442582,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469755.202505221420,84,,4110340,1,20250522,1420,20,12,0,0,0,0,0,14,18,0,0,0,0,0,3,202505221420,36.75969223597281,136.9658715,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469756.202505221420,84,,4110350,1,20250522,1420,9,3,0,0,0,0,0,13,1,0,0,1,0,0,3,202505221420,37.240650036507716,136.905469,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469757.202505221420,84,,4110351,1,20250522,1420,2,0,0,0,0,0,0,7,2,0,0,0,0,0,3,202505221420,37.31000403658269,136.9066,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469758.202505221420,84,,4110370,1,20250522,1420,45,4,0,0,0,0,0,21,7,0,0,0,0,0,3,202505221420,37.83527203713243,139.227435,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469759.202505221420,84,,4110371,1,20250522,1420,26,1,0,0,0,0,0,20,4,0,0,0,0,0,3,202505221420,37.829370037126424,139.20906,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469760.202505221420,84,,4110380,1,20250522,1420,16,2,0,0,0,0,0,30,8,0,0,0,0,0,3,202505221420,37.73164303702653,139.333641,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469761.202505221420,84,,4110390,1,20250522,1420,22,2,0,0,0,0,0,16,8,0,0,0,0,0,3,202505221420,37.699376036993314,139.38248,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469762.202505221420,84,,4110400,1,20250522,1420,10,6,0,0,0,0,0,4,3,0,0,0,0,0,3,202505221420,37.012781036257515,137.026061,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469763.202505221420,84,,4110410,1,20250522,1420,72,15,0,0,0,0,0,59,16,0,0,0,0,0,3,202505221420,36.38238103553535,136.486002,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469764.202505221420,84,,4110430,1,20250522,1420,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,202505221420,37.01726703626248,136.967459,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469765.202505221420,84,,4110440,1,20250522,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221420,36.80001257601863,136.9558319,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469766.202505221420,84,,4110450,1,20250522,1420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505221420,36.88168028611092,136.97572590000001,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469767.202505221420,84,,4110460,1,20250522,1420,5,1,0,0,0,0,0,13,6,0,0,0,0,0,3,202505221420,36.93083435616611,137.0132339,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469768.202505221420,84,,4110470,1,20250522,1420,36,9,0,0,0,0,0,35,7,0,0,0,0,0,3,202505221420,36.84399970606843,137.4189931,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469769.202505221420,84,,4110480,1,20250522,1420,30,6,0,0,0,0,0,27,7,0,0,0,0,0,3,202505221420,37.7661015170619,139.0265521,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469770.202505221420,84,,4110490,1,20250522,1420,23,2,0,0,0,0,0,32,8,0,0,0,0,0,3,202505221420,37.77256794706851,139.0261587,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469771.202505221420,84,,4110880,1,20250522,1420,29,4,0,0,0,0,0,29,5,0,0,0,0,0,3,202505221420,37.159443036419226,138.223379,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469772.202505221420,84,,4160390,1,20250522,1420,8,3,0,0,0,0,0,8,7,0,0,0,0,0,1,202505221420,38.268866037561445,139.522026,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469773.202505221420,84,,4310010,1,20250522,1420,119,8,0,0,0,0,0,115,11,0,0,0,0,0,3,202505221420,37.90111003719903,139.07252,139.07275,37.90117003719909,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469774.202505221420,84,,4310012,1,20250522,1420,52,4,0,0,0,0,0,30,0,0,0,0,0,0,3,202505221420,37.92162903721969,139.058415,139.059129,37.921847037219905,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469775.202505221420,84,,4310014,1,20250522,1420,176,29,0,0,0,0,0,167,32,0,0,0,0,0,3,202505221420,37.91719603721522,139.11685,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469776.202505221420,84,,4310020,1,20250522,1420,77,18,0,0,0,0,0,74,8,0,0,0,0,0,3,202505221420,37.96990561726807,139.2601579,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469777.202505221420,84,,4310030,1,20250522,1420,72,17,0,0,0,0,0,60,6,0,0,0,0,0,3,202505221420,37.959626427257795,139.290365,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469778.202505221420,84,,4310040,1,20250522,1420,32,8,0,0,0,0,0,26,5,0,0,0,0,0,3,202505221420,38.11781603741457,139.451469,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469779.202505221420,84,,4310060,1,20250522,1420,48,2,0,0,0,0,0,53,6,0,0,0,0,0,3,202505221420,37.855369037152805,139.017016,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469780.202505221420,84,,4310070,1,20250522,1420,54,9,0,0,0,0,0,31,11,0,0,0,0,0,3,202505221420,37.213535036478255,138.30873,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469781.202505221420,84,,4310080,1,20250522,1420,35,2,0,0,0,0,0,39,7,0,0,0,0,0,3,202505221420,37.15957303641935,138.228132,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469782.202505221420,84,,4310090,1,20250522,1420,14,7,0,0,0,0,0,26,6,0,0,0,0,0,3,202505221420,37.119068036374955,138.031711,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469783.202505221420,84,,4310100,1,20250522,1420,29,8,0,0,0,0,0,30,5,0,0,0,0,0,3,202505221420,37.04548803629378,137.853387,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469784.202505221420,84,,4310110,1,20250522,1420,14,0,0,0,0,0,0,12,0,0,0,0,0,0,3,202505221420,37.055192036304526,137.905522,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469785.202505221420,84,,4310120,1,20250522,1420,22,8,0,0,0,0,0,22,2,0,0,0,0,0,3,202505221420,36.94553606618256,137.53465,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469786.202505221420,84,,4310130,1,20250522,1420,34,5,0,0,0,0,0,53,7,0,0,0,0,0,3,202505221420,36.77997831599589,137.3953897,137.3949552,36.779578725995435,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469787.202505221420,84,,4310140,1,20250522,1420,46,11,0,0,0,0,0,41,10,0,0,0,0,0,3,202505221420,36.73255594594187,137.216084,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469788.202505221420,84,,4310150,1,20250522,1420,0,0,0,0,0,1,0,34,2,0,0,0,0,0,3,202505221420,36.718233845925496,136.9457549,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469789.202505221420,84,,4310160,1,20250522,1420,32,5,0,0,0,0,0,17,3,0,0,0,0,0,3,202505221420,36.6900247158932,136.89856410000002,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469790.202505221420,84,,4310180,1,20250522,1420,26,16,0,0,1,0,0,25,9,0,0,1,0,0,3,202505221420,36.67647342587764,136.7734337,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469791.202505221420,84,,4310190,1,20250522,1420,27,13,0,0,1,0,0,46,18,0,0,1,0,0,3,202505221420,36.68614025588873,136.7302394,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469792.202505221420,84,,4310200,1,20250522,1420,23,9,0,0,0,0,0,35,12,0,0,0,0,0,3,202505221420,36.68324936588542,136.7232978,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469793.202505221420,84,,4310210,1,20250522,1420,107,15,0,0,0,0,0,106,18,0,0,0,0,0,3,202505221420,36.562841365746486,136.5982425,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469794.202505221420,84,,4310220,1,20250522,1420,100,26,0,0,0,0,0,85,20,0,0,0,0,0,3,202505221420,36.50450003567862,136.550432,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469795.202505221420,84,,4310230,1,20250522,1420,63,18,0,0,0,0,0,64,16,0,0,0,0,0,3,202505221420,36.42391556558427,136.483165,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469796.202505221420,84,,4310250,1,20250522,1420,20,9,0,0,0,0,0,28,10,0,0,0,0,0,3,202505221420,36.2785439554123,136.2915319,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469797.202505221420,84,,4310270,1,20250522,1420,15,2,0,0,0,0,0,16,2,0,0,0,0,0,3,202505221420,37.072231146323354,138.87240170000004,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469798.202505221420,84,,4310280,1,20250522,1420,20,4,0,0,0,0,0,23,12,0,0,0,0,0,3,202505221420,36.93595003617183,138.219789,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469799.202505221420,84,,4310290,1,20250522,1420,19,3,0,0,0,0,0,44,11,0,0,0,0,0,3,202505221420,37.03447903628158,138.233052,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469800.202505221420,84,,4310300,1,20250522,1420,79,12,0,0,0,0,0,77,19,0,0,0,0,0,3,202505221420,37.135361036392844,138.266363,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469801.202505221420,84,,4310310,1,20250522,1420,12,4,1,0,0,0,0,10,2,0,0,0,0,0,3,202505221420,36.469212195637375,137.2416294,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469802.202505221420,84,,4310320,1,20250522,1420,11,2,0,0,0,0,0,12,2,0,0,0,0,0,3,202505221420,36.51196446568731,137.2282451,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469803.202505221420,84,,4310330,1,20250522,1420,40,7,0,0,0,0,0,47,8,0,0,0,0,0,3,202505221420,36.636592975831775,137.209239,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469804.202505221420,84,,4310340,1,20250522,1420,31,2,33,0,0,0,0,64,6,0,0,0,0,0,3,202505221420,36.665350975864875,137.2099739,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469805.202505221420,84,,4310350,1,20250522,1420,67,8,0,0,0,0,0,57,9,0,0,0,0,0,3,202505221420,37.85868303715617,139.114645,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469806.202505221420,84,,4310360,1,20250522,1420,9,0,1,0,0,0,0,22,6,2,0,0,0,0,3,202505221420,37.44596703672809,138.637808,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469807.202505221420,84,,4310370,1,20250522,1420,34,6,0,0,0,0,0,39,7,0,0,0,0,0,3,202505221420,37.659782356952356,138.8757271,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469808.202505221420,84,,4310380,1,20250522,1420,22,8,0,0,0,0,0,24,15,2,0,0,0,0,3,202505221420,37.75046003704586,138.90062,,,,,,,,,,,,,,,,
