FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・自動車交通量,上り・小型交通量,上り・大型交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型交通量,下り・大型交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2,color
t_travospublic_measure_5m_img.25654788.202505212355,83,,3810040,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.26450803415279,139.182925,,,blue
t_travospublic_measure_5m_img.25654789.202505212355,83,,3810060,1,20250521,2355,28,22,6,0,32,29,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.725261072361086,139.78833095668,,,blue
t_travospublic_measure_5m_img.25654790.202505212355,83,,3810070,1,20250521,2355,33,25,8,0,20,15,5,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.735055772282294,139.795343463609,,,blue
t_travospublic_measure_5m_img.25654791.202505212355,83,,3810080,1,20250521,2355,0,0,0,0,45,38,7,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.73896290498206,139.797270681572,,,blue
t_travospublic_measure_5m_img.25654792.202505212355,83,,3810100,1,20250521,2355,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.53972203571964,139.883611,,,blue
t_travospublic_measure_5m_img.25654793.202505212355,83,,3810110,1,20250521,2355,9,7,2,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.91694403615054,139.999722,,,blue
t_travospublic_measure_5m_img.25654794.202505212355,83,,3810140,1,20250521,2355,9,3,6,0,21,16,5,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.9900520350645,139.793529,,,blue
t_travospublic_measure_5m_img.25654795.202505212355,83,,3810151,1,20250521,2355,9,2,7,0,19,9,10,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.07984803517367,139.770041,,,blue
t_travospublic_measure_5m_img.25654796.202505212355,83,,3810160,1,20250521,2355,1,0,1,0,18,13,5,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.167500035279446,139.779444,,,blue
t_travospublic_measure_5m_img.25654797.202505212355,83,,3810180,1,20250521,2355,7,1,6,0,19,10,9,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.296506035433666,139.841547,,,blue
t_travospublic_measure_5m_img.25654798.202505212355,83,,3810200,1,20250521,2355,5,1,4,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.57174703575683,139.941692,,,blue
t_travospublic_measure_5m_img.25654799.202505212355,83,,3810210,1,20250521,2355,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.694558518577544,139.78420024258003,,,blue
t_travospublic_measure_5m_img.25654800.202505212355,83,,3810220,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.73416286894769,139.831977693081,,,blue
t_travospublic_measure_5m_img.25654801.202505212355,83,,3810260,1,20250521,2355,23,23,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.83796603487771,139.939917,,,blue
t_travospublic_measure_5m_img.25654802.202505212355,83,,3810280,1,20250521,2355,20,14,6,0,23,20,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.895306034948405,140.059167,,,blue
t_travospublic_measure_5m_img.25654803.202505212355,83,,3810290,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.06811403515946,140.179269,,,blue
t_travospublic_measure_5m_img.25654804.202505212355,83,,3810300,1,20250521,2355,,,,,,,,,1,,,,,,,,,,3,202505212355,36.078239035171734,140.177747,,,blue
t_travospublic_measure_5m_img.25654805.202505212355,83,,3810320,1,20250521,2355,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.378875035531216,140.500661,,,blue
t_travospublic_measure_5m_img.25654806.202505212355,83,,3810330,1,20250521,2355,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.655972035854084,140.701006,,,blue
t_travospublic_measure_5m_img.25654807.202505212355,83,,3810340,1,20250521,2355,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.794736036012644,140.752922,,,blue
t_travospublic_measure_5m_img.25654808.202505212355,83,,3810350,1,20250521,2355,3,3,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.92645303498668,140.111775,,,blue
t_travospublic_measure_5m_img.25654809.202505212355,83,,3810360,1,20250521,2355,43,37,6,0,48,41,7,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.694040942069805,139.789910543304,,,blue
t_travospublic_measure_5m_img.25654810.202505212355,83,,3810370,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.702867388707524,139.866257828687,,,blue
t_travospublic_measure_5m_img.25654811.202505212355,83,,3810380,1,20250521,2355,24,20,4,0,32,27,5,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.628891034617155,140.088076,,,blue
t_travospublic_measure_5m_img.25654812.202505212355,83,,3810390,1,20250521,2355,13,13,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.62349099143046,139.737976826575,,,blue
t_travospublic_measure_5m_img.25654813.202505212355,83,,3810400,1,20250521,2355,4,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.263900034152,139.698397,,,blue
t_travospublic_measure_5m_img.25654814.202505212355,83,,3810410,1,20250521,2355,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.62304903460981,139.340292,,,blue
t_travospublic_measure_5m_img.25654815.202505212355,83,,3810420,1,20250521,2355,10,7,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.67571003467587,139.331954,,,blue
t_travospublic_measure_5m_img.25654816.202505212355,83,,3810431,1,20250521,2355,9,5,4,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.77594403480087,139.336731,,,blue
t_travospublic_measure_5m_img.25654817.202505212355,83,,3810440,1,20250521,2355,5,2,3,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.82933103486704,139.380426,,,blue
t_travospublic_measure_5m_img.25654818.202505212355,83,,3810460,1,20250521,2355,,,,,,,,,1,,,,,,,,,,3,202505212355,35.91289603497003,139.534764,,,blue
t_travospublic_measure_5m_img.25654819.202505212355,83,,3810470,1,20250521,2355,,,,,14,10,4,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.92749603498795,139.591065,,,blue
t_travospublic_measure_5m_img.25654820.202505212355,83,,3810490,1,20250521,2355,,,,,,,,,0,0,0,0,0,1,0,0,0,0,3,202505212355,35.992460035067445,139.820467,,,blue
t_travospublic_measure_5m_img.25654821.202505212355,83,,3810500,1,20250521,2355,25,18,7,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.79376864024429,139.685717006056,,,blue
t_travospublic_measure_5m_img.25654822.202505212355,83,,3810510,1,20250521,2355,14,10,4,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.8210620348568,139.680963,,,blue
t_travospublic_measure_5m_img.25654823.202505212355,83,,3810520,1,20250521,2355,12,7,5,0,33,27,6,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.97632603504774,139.594106,,,blue
t_travospublic_measure_5m_img.25654824.202505212355,83,,3810540,1,20250521,2355,14,13,1,0,15,12,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.230692035355204,139.2134,,,blue
t_travospublic_measure_5m_img.25654825.202505212355,83,,3810560,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,36.31113903545105,139.02725,,,blue
t_travospublic_measure_5m_img.25654826.202505212355,83,,3810600,1,20250521,2355,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.68205603588405,138.968889,,,blue
t_travospublic_measure_5m_img.25654827.202505212355,83,,3810610,1,20250521,2355,27,16,11,0,,,,,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.84803703489016,139.625615,,,blue
t_travospublic_measure_5m_img.25654828.202505212355,83,,3810620,1,20250521,2355,,,,,31,26,5,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.84444303488572,139.626759,,,blue
t_travospublic_measure_5m_img.25654829.202505212355,83,,3810670,1,20250521,2355,9,7,2,0,16,10,6,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.35330303550101,139.215067,,,blue
t_travospublic_measure_5m_img.25654830.202505212355,83,,3810680,1,20250521,2355,,,,,,,,,1,,,,,,,,,,3,202505212355,36.37355603552494,139.151425,,,blue
t_travospublic_measure_5m_img.25654831.202505212355,83,,3810700,1,20250521,2355,10,6,4,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.33143303547511,138.895742,,,blue
t_travospublic_measure_5m_img.25654832.202505212355,83,,3810710,1,20250521,2355,4,3,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.33250003547639,138.5235,,,blue
t_travospublic_measure_5m_img.25654833.202505212355,83,,3810720,1,20250521,2355,11,8,3,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.49438903566681,138.150722,,,blue
t_travospublic_measure_5m_img.25654834.202505212355,83,,3810740,1,20250521,2355,2,2,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.65492503585288,138.23375,,,blue
t_travospublic_measure_5m_img.25654835.202505212355,83,,3810750,1,20250521,2355,4,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.695139035899054,138.26925,,,blue
t_travospublic_measure_5m_img.25654836.202505212355,83,,3810760,1,20250521,2355,2,2,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.717694035924886,138.298306,,,blue
t_travospublic_measure_5m_img.25654837.202505212355,83,,3810770,1,20250521,2355,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.75032203596213,138.212264,,,blue
t_travospublic_measure_5m_img.25654838.202505212355,83,,3810780,1,20250521,2355,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.792972036010646,138.219778,,,blue
t_travospublic_measure_5m_img.25654839.202505212355,83,,3810790,1,20250521,2355,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.406417035563685,138.204417,,,blue
t_travospublic_measure_5m_img.25654840.202505212355,83,,3810800,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.82044403604179,138.192306,,,blue
t_travospublic_measure_5m_img.25654841.202505212355,83,,3810810,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.8368890360604,138.205542,,,blue
t_travospublic_measure_5m_img.25654842.202505212355,83,,3810820,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.513833035689494,138.094389,,,blue
t_travospublic_measure_5m_img.25654843.202505212355,83,,3810821,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.52786103570584,138.096722,,,blue
t_travospublic_measure_5m_img.25654844.202505212355,83,,3810830,1,20250521,2355,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.23586103536139,137.9565,,,blue
t_travospublic_measure_5m_img.25654845.202505212355,83,,3810840,1,20250521,2355,3,1,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.38313903553625,137.925722,,,blue
t_travospublic_measure_5m_img.25654846.202505212355,83,,3810850,1,20250521,2355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.4623860356294,137.946275,,,blue
t_travospublic_measure_5m_img.25654847.202505212355,83,,3810860,1,20250521,2355,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.5884720357762,138.050889,,,blue
t_travospublic_measure_5m_img.25654848.202505212355,83,,3810870,1,20250521,2355,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.61469403580651,138.085167,,,blue
t_travospublic_measure_5m_img.25654849.202505212355,83,,3810880,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.615111035807,138.086528,,,blue
t_travospublic_measure_5m_img.25654850.202505212355,83,,3810900,1,20250521,2355,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.62808303582196,138.153194,,,blue
t_travospublic_measure_5m_img.25654851.202505212355,83,,3810910,1,20250521,2355,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.64626403584291,138.18197200000003,,,blue
t_travospublic_measure_5m_img.25654852.202505212355,83,,3810920,1,20250521,2355,,,,,,,,,1,,,,,,,,,,3,202505212355,36.648972035846036,138.193972,,,blue
t_travospublic_measure_5m_img.25654853.202505212355,83,,3810930,1,20250521,2355,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.616944035809105,138.133611,,,blue
t_travospublic_measure_5m_img.25654854.202505212355,83,,3810960,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.670246331649835,139.627355578637,,,blue
t_travospublic_measure_5m_img.25654855.202505212355,83,,3810970,1,20250521,2355,3,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.61726703460252,139.240054,,,blue
t_travospublic_measure_5m_img.25654856.202505212355,83,,3810980,1,20250521,2355,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.62000003460596,139.1275,,,blue
t_travospublic_measure_5m_img.25654857.202505212355,83,,3811000,1,20250521,2355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.604222034586115,138.92594400000002,,,blue
t_travospublic_measure_5m_img.25654858.202505212355,83,,3811030,1,20250521,2355,15,13,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.643889034635976,138.636389,,,blue
t_travospublic_measure_5m_img.25654859.202505212355,83,,3811050,1,20250521,2355,5,3,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.91541703497313,138.227361,,,blue
t_travospublic_measure_5m_img.25654860.202505212355,83,,3811060,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.94028603500364,138.197875,,,blue
t_travospublic_measure_5m_img.25654861.202505212355,83,,3811070,1,20250521,2355,,,,,,,,,0,0,0,0,0,0,1,0,0,0,3,202505212355,36.029750035112876,138.1255,,,blue
t_travospublic_measure_5m_img.25654862.202505212355,83,,3811080,1,20250521,2355,4,1,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.077694035171085,138.037889,,,blue
t_travospublic_measure_5m_img.25654863.202505212355,83,,3811090,1,20250521,2355,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.12191703522454,137.959472,,,blue
t_travospublic_measure_5m_img.25654864.202505212355,83,,3811100,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.9769440350485,138.163333,,,blue
t_travospublic_measure_5m_img.25654865.202505212355,83,,3811110,1,20250521,2355,3,1,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.08683303518214,138.06408300000004,,,blue
t_travospublic_measure_5m_img.25654866.202505212355,83,,3811121,1,20250521,2355,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.63168503462065,139.28402,,,blue
t_travospublic_measure_5m_img.25654867.202505212355,83,,3811130,1,20250521,2355,3,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.99511103507067,138.139278,,,blue
t_travospublic_measure_5m_img.25654868.202505212355,83,,3811190,1,20250521,2355,3,1,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,36.38173603553459,140.325428,,,blue
t_travospublic_measure_5m_img.25654869.202505212355,83,,3811220,1,20250521,2355,2,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.959128035026716,140.602286,,,blue
t_travospublic_measure_5m_img.25654870.202505212355,83,,3811230,1,20250521,2355,1,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.95769703502496,140.602514,,,blue
t_travospublic_measure_5m_img.25654871.202505212355,83,,3811240,1,20250521,2355,3,1,2,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.200928034070465,138.520986,,,blue
t_travospublic_measure_5m_img.25654872.202505212355,83,,3811250,1,20250521,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.31250003421467,138.442011,,,blue
t_travospublic_measure_5m_img.25654873.202505212355,83,,3811270,1,20250521,2355,3,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.5316670344945,138.450278,,,blue
t_travospublic_measure_5m_img.25654874.202505212355,83,,3811290,1,20250521,2355,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.041444033862305,139.833306,,,blue
t_travospublic_measure_5m_img.25654875.202505212355,83,,3811300,1,20250521,2355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.157361034013846,139.819,,,blue
t_travospublic_measure_5m_img.25654876.202505212355,83,,3811330,1,20250521,2355,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.53888903450364,138.885556,,,blue
t_travospublic_measure_5m_img.25654877.202505212355,83,,3811340,1,20250521,2355,3,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.60305603458465,138.940833,,,blue
t_travospublic_measure_5m_img.25654878.202505212355,83,,3811360,1,20250521,2355,36,21,15,0,32,22,10,0,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.48552503443597,139.460986,,,blue
t_travospublic_measure_5m_img.25654879.202505212355,83,,3811370,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.35857503427389,139.075042,,,blue
t_travospublic_measure_5m_img.25654880.202505212355,83,,3811390,1,20250521,2355,73,48,25,0,,,,,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.64686740024182,139.854860316246,,,blue
t_travospublic_measure_5m_img.25654881.202505212355,83,,3811400,1,20250521,2355,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505212355,35.64717212036359,139.836463807018,,,blue
t_travospublic_measure_5m_img.25654882.202505212355,83,,3811401,1,20250521,2355,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,3,202505212355,35.64792275306184,139.837391468126,,,blue
