id,lat,lng,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード
t_travospublic_measure_5m.25997535.202505201245,39.87071504,141.94008,82,,2110393,1,20250520,1245,7,7,0,0,0,0,0,6,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997536.202505201245,38.86638893,141.5685833,82,,2110394,1,20250520,1245,28,16,2,0,0,0,0,22,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997537.202505201245,39.92915542,141.8968391,82,,2110395,1,20250520,1245,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997538.202505201245,39.93351163,141.8457699,82,,2110396,1,20250520,1245,8,8,0,0,0,0,0,5,3,0,0,0,1,0,3,202505201245
t_travospublic_measure_5m.25997539.202505201245,39.99349004,141.881411,82,,2110397,1,20250520,1245,1,5,0,0,0,0,0,8,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997540.202505201245,40.20094504,141.780441,82,,2110398,1,20250520,1245,17,4,0,0,0,0,0,18,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997541.202505201245,40.02046004,141.881877,82,,2110399,1,20250520,1245,5,5,0,0,0,0,0,5,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997542.202505201245,40.25475329,141.7886066,82,,2110400,1,20250520,1245,5,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997543.202505201245,39.02989171,141.6224,82,,2110401,1,20250520,1245,8,4,0,0,0,0,0,9,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997544.202505201245,39.15806393,141.8413306,82,,2110403,1,20250520,1245,12,10,0,0,0,0,0,15,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997545.202505201245,40.50603367,141.5313292,82,,2110404,1,20250520,1245,65,1,0,0,0,0,0,75,2,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997546.202505201245,40.53102371,141.4620209,82,,2110405,1,20250520,1245,61,6,1,0,0,0,0,51,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997547.202505201245,40.48142602,141.5386677,82,,2110407,1,20250520,1245,21,3,0,0,0,0,0,13,1,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997548.202505201245,40.55476539,141.4358425,82,,2110408,1,20250520,1245,29,8,1,0,0,0,0,61,6,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997549.202505201245,39.24333337,141.8452778,82,,2110409,1,20250520,1245,21,3,0,0,0,0,0,17,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997550.202505201245,40.4802509,141.5793943,82,,2110410,1,20250520,1245,14,3,2,0,0,0,0,17,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997551.202505201245,40.66162804,141.324363,82,,2110412,1,20250520,1245,15,1,1,0,0,0,0,5,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997552.202505201245,40.67513904,141.304575,82,,2110413,1,20250520,1245,15,4,0,0,0,0,0,13,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997553.202505201245,39.69972477,141.0544968,82,,2110414,1,20250520,1245,64,4,0,0,0,0,0,48,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997554.202505201245,39.69160157,141.008749,82,,2110415,1,20250520,1245,21,2,0,0,0,0,0,31,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997555.202505201245,39.70020354,140.8836508,82,,2110416,1,20250520,1245,9,1,0,0,0,0,0,8,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997556.202505201245,40.47147404,141.474002,82,,2110417,1,20250520,1245,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997557.202505201245,39.2605556,141.8394444,82,,2110418,1,20250520,1245,32,3,0,0,0,0,0,25,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997558.202505201245,39.28833337,141.8633333,82,,2110419,1,20250520,1245,12,2,0,0,0,0,0,18,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997559.202505201245,39.36611115,141.9044444,82,,2110421,1,20250520,1245,11,1,0,0,0,0,0,14,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997560.202505201245,39.36731671,141.8911806,82,,2110422,1,20250520,1245,10,1,1,0,0,0,0,22,4,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997561.202505201245,40.22921104,141.7800234,82,,2110423,1,20250520,1245,15,5,0,0,0,0,0,15,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997562.202505201245,39.60127604,140.551915,82,,2110424,1,20250520,1245,0,0,0,0,0,1,0,10,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997563.202505201245,40.27682204,141.790009,82,,2110427,1,20250520,1245,9,2,0,0,0,0,0,16,2,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997564.202505201245,38.73391671,140.7839722,82,,2110428,1,20250520,1245,17,8,0,0,0,0,0,14,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997565.202505201245,38.74891671,140.7295,82,,2110430,1,20250520,1245,11,3,0,0,0,0,0,16,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997566.202505201245,38.74249404,140.539014,82,,2110432,1,20250520,1245,6,2,0,0,0,0,0,3,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997567.202505201245,38.74138979,140.2831578,82,,2110435,1,20250520,1245,12,8,0,0,0,0,0,11,10,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997568.202505201245,38.74163031,140.2494012,82,,2110436,1,20250520,1245,15,3,0,0,0,0,0,6,7,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997569.202505201245,38.73670293,140.1520219,82,,2110437,1,20250520,1245,24,6,0,0,0,0,0,12,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997570.202505201245,38.74521084,140.2326227,82,,2110438,1,20250520,1245,12,3,0,0,0,0,0,9,6,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997571.202505201245,38.26508337,140.7930833,82,,2110445,1,20250520,1245,84,6,0,0,0,0,0,70,13,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997572.202505201245,38.3919998,140.5672252,82,,2110450,1,20250520,1245,15,3,0,0,0,0,0,16,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997573.202505201245,38.87765044,139.8869442,82,,2110451,1,20250520,1245,15,2,0,0,0,0,0,19,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997574.202505201245,38.90154315,139.8723154,82,,2110452,1,20250520,1245,28,1,0,0,0,0,0,37,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997575.202505201245,38.90368058,139.8668909,82,,2110453,1,20250520,1245,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997576.202505201245,38.8736438,139.886117,82,,2110454,1,20250520,1245,22,3,0,0,0,0,0,29,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997577.202505201245,37.06292555,140.8516252,82,,2110455,1,20250520,1245,33,7,0,0,0,0,0,26,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997578.202505201245,38.85157811,139.8908657,82,,2110456,1,20250520,1245,14,3,0,0,0,0,0,20,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997579.202505201245,38.83184342,139.9098858,82,,2110457,1,20250520,1245,12,0,0,0,0,0,0,17,7,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997580.202505201245,37.11000004,140.7641667,82,,2110460,1,20250520,1245,15,6,0,0,0,0,0,27,7,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997581.202505201245,37.31106212,140.4823494,82,,2110464,1,20250520,1245,10,6,0,0,0,0,0,5,5,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997582.202505201245,37.33970065,140.406585,82,,2110465,1,20250520,1245,36,4,0,0,0,0,0,25,13,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997583.202505201245,37.49456688,140.2463901,82,,2110470,1,20250520,1245,21,6,0,0,0,0,0,16,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997584.202505201245,37.65080307,139.5936209,82,,2110472,1,20250520,1245,2,7,0,0,0,0,0,3,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997585.202505201245,37.54857035,139.9683643,82,,2110473,1,20250520,1245,33,3,0,0,0,0,0,29,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997586.202505201245,37.55735329,139.8550022,82,,2110474,1,20250520,1245,29,5,0,0,0,0,0,23,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997587.202505201245,40.48547353,141.4266586,82,,2110477,1,20250520,1245,21,3,0,0,0,0,0,30,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997588.202505201245,38.52666671,141.1558333,82,,2110478,1,20250520,1245,9,2,0,0,0,0,0,9,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997589.202505201245,38.5560556,141.0687778,82,,2110479,1,20250520,1245,21,2,0,0,0,0,0,19,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997590.202505201245,38.57008337,140.98325,82,,2110480,1,20250520,1245,26,1,0,0,0,0,0,26,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997591.202505201245,39.03692385,140.3899339,82,,2110481,1,20250520,1245,5,5,0,0,0,0,0,7,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997592.202505201245,39.36339782,140.5656534,82,,2110482,1,20250520,1245,31,1,0,0,0,0,0,31,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997593.202505201245,38.33956089,140.2816558,82,,2110485,1,20250520,1245,55,2,0,0,0,0,0,62,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997594.202505201245,38.45664704,140.032103,82,,2110488,1,20250520,1245,3,1,0,0,0,0,0,9,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997595.202505201245,38.58079849,139.9398136,82,,2110491,1,20250520,1245,9,3,0,0,0,0,0,8,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997596.202505201245,38.04617318,139.7837305,82,,2110500,1,20250520,1245,5,1,0,0,0,0,0,6,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997597.202505201245,38.07535904,139.72116,82,,2110501,1,20250520,1245,13,6,0,0,0,0,0,9,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997598.202505201245,38.04606304,140.051715,82,,2110502,1,20250520,1245,8,5,0,0,0,0,0,5,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997599.202505201245,38.04462704,140.064483,82,,2110503,1,20250520,1245,18,4,0,0,0,0,0,13,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997600.202505201245,38.04518463,140.1366019,82,,2110504,1,20250520,1245,14,9,0,0,0,0,0,22,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997601.202505201245,38.02769264,140.1668358,82,,2110510,1,20250520,1245,14,7,0,0,0,0,0,24,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997602.202505201245,39.25195904,141.779387,82,,2110519,1,20250520,1245,11,2,0,0,0,0,0,14,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997603.202505201245,39.24514979,141.7423439,82,,2110520,1,20250520,1245,16,2,0,0,0,0,0,10,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997604.202505201245,39.24644804,141.6356,82,,2110521,1,20250520,1245,20,3,0,0,0,0,0,14,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997608.202505201245,39.28337504,141.5516694,82,,2110542,1,20250520,1245,9,4,0,0,0,0,0,6,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997609.202505201245,38.75991671,141.5025278,82,,2110552,1,20250520,1245,14,5,0,0,0,0,0,21,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997610.202505201245,38.80716671,141.54275,82,,2110553,1,20250520,1245,17,10,0,0,0,0,0,18,7,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997611.202505201245,38.96347226,141.6241944,82,,2110554,1,20250520,1245,9,3,1,0,0,0,0,15,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997612.202505201245,39.21138893,141.865,82,,2110555,1,20250520,1245,12,6,0,0,0,0,0,10,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997613.202505201245,38.87819448,141.5846444,82,,2110556,1,20250520,1245,21,11,0,0,0,0,0,28,3,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997614.202505201245,38.78972226,141.5180556,82,,2110557,1,20250520,1245,6,10,2,0,0,0,0,15,5,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997615.202505201245,38.88277804,141.585833,82,,2110558,1,20250520,1245,20,0,4,0,0,0,0,16,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997616.202505201245,38.92527804,141.6025,82,,2110559,1,20250520,1245,19,10,0,0,0,0,0,18,6,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997617.202505201245,38.89750004,141.595,82,,2110560,1,20250520,1245,13,7,0,0,0,0,0,12,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997618.202505201245,38.91750004,141.591944,82,,2110561,1,20250520,1245,23,7,1,0,0,0,0,18,9,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997619.202505201245,39.91987304,141.896614,82,,2110601,1,20250520,1245,7,5,0,0,0,0,0,5,1,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997620.202505201245,40.10610963,141.8094475,82,,2110602,1,20250520,1245,4,1,0,0,0,0,0,5,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997621.202505201245,40.11805382,141.7994516,82,,2110603,1,20250520,1245,6,2,0,0,0,0,0,6,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997622.202505201245,40.16077804,141.767278,82,,2110604,1,20250520,1245,9,3,5,0,0,0,0,11,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997623.202505201245,40.18849804,141.78815,82,,2110605,1,20250520,1245,3,3,0,0,0,0,0,7,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997624.202505201245,40.28714404,141.781585,82,,2110606,1,20250520,1245,9,3,0,0,0,0,0,13,0,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997625.202505201245,40.32286004,141.76178,82,,2110607,1,20250520,1245,9,2,0,0,0,0,0,7,0,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997626.202505201245,40.73388904,141.208056,82,,2112104,1,20250520,1245,21,6,0,0,0,0,0,14,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997627.202505201245,40.74668803,140.5801106,82,,2120001,1,20250520,1245,15,2,0,0,0,0,0,28,7,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997628.202505201245,40.79194667,140.4899883,82,,2120005,1,20250520,1245,17,2,0,0,0,0,0,23,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997629.202505201245,40.81173052,140.4771996,82,,2120010,1,20250520,1245,8,2,0,0,0,0,0,12,2,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997630.202505201245,40.82729604,140.4413,82,,2120015,1,20250520,1245,10,2,0,0,0,0,0,16,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997631.202505201245,40.78380704,140.261545,82,,2120020,1,20250520,1245,7,1,0,0,0,0,0,8,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997632.202505201245,39.70615404,140.09793,82,,2310200,1,20250520,1245,61,8,0,0,0,0,0,61,10,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997633.202505201245,40.70861504,141.245289,82,,2312101,1,20250520,1245,9,7,0,0,0,0,0,18,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997634.202505201245,40.72533304,141.2281271,82,,2312102,1,20250520,1245,17,5,0,0,0,0,0,14,1,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997635.202505201245,37.77535546,140.7514008,82,,2312103,1,20250520,1245,20,0,0,0,0,0,0,12,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997636.202505201245,35.58550262,139.7049058,83,,3110010,1,20250520,1245,55,7,8,0,0,0,0,61,9,6,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997637.202505201245,35.37938903,139.509906,83,,3110020,1,20250520,1245,111,19,4,0,0,0,0,119,26,6,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997638.202505201245,35.30798103,139.30775,83,,3110030,1,20250520,1245,40,1,3,0,0,0,0,38,2,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997639.202505201245,35.24085503,139.123519,83,,3110040,1,20250520,1245,22,7,0,0,0,0,0,43,9,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997640.202505201245,36.2384583,139.8048878,83,,3110050,1,20250520,1245,62,23,5,0,0,0,0,75,53,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997641.202505201245,36.51217143,139.9177551,83,,3110060,1,20250520,1245,104,22,3,0,0,0,0,115,39,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997642.202505201245,36.83336696,139.9495983,83,,3110070,1,20250520,1245,50,12,0,0,0,0,0,54,18,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997643.202505201245,36.29676105,139.7863913,83,,3110080,1,20250520,1245,40,2,1,0,0,0,0,25,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997644.202505201245,36.52417384,139.8798609,83,,3110090,1,20250520,1245,50,1,1,0,0,0,0,49,4,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997645.202505201245,36.585293,139.9295837,83,,3110100,1,20250520,1245,38,0,2,0,0,0,0,55,4,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997646.202505201245,36.019402,140.1592679,83,,3110110,1,20250520,1245,33,6,0,0,0,0,0,47,8,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997647.202505201245,36.29732743,140.4228446,83,,3110120,1,20250520,1245,36,8,0,0,0,0,0,0,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997648.202505201245,36.58209034,140.6400901,83,,3110130,1,20250520,1245,0,0,0,0,0,1,0,63,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997649.202505201245,35.7027488,139.8786539,83,,3110140,1,20250520,1245,79,12,3,0,0,0,0,62,8,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997650.202505201245,35.61902656,140.0975838,83,,3110150,1,20250520,1245,46,13,8,0,0,0,0,52,19,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997651.202505201245,35.56474703,139.7273263,83,,3110160,1,20250520,1245,60,23,8,0,0,0,0,75,22,8,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997652.202505201245,35.52794003,139.70328,83,,3110170,1,20250520,1245,37,18,0,0,0,0,0,72,22,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997653.202505201245,35.47903203,139.638693,83,,3110180,1,20250520,1245,69,22,0,0,0,1,0,56,28,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997654.202505201245,35.26731403,139.685375,83,,3110190,1,20250520,1245,55,1,4,0,0,0,0,55,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997655.202505201245,35.36071103,139.629686,83,,3110200,1,20250520,1245,34,2,1,0,0,0,0,38,5,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997656.202505201245,35.58894027,139.3426681,83,,3110220,1,20250520,1245,71,26,0,0,0,0,0,61,40,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997657.202505201245,35.48348503,139.527129,83,,3110230,1,20250520,1245,30,1,1,0,0,0,0,27,2,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997658.202505201245,35.83073572,139.3800849,83,,3110240,1,20250520,1245,48,20,0,0,0,0,0,44,27,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997659.202505201245,35.70779857,140.1198261,83,,3110250,1,20250520,1245,101,30,0,0,0,0,0,74,27,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997660.202505201245,35.53057826,140.0927666,83,,3110260,1,20250520,1245,43,19,1,0,0,0,0,40,23,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997661.202505201245,35.7924013,139.6854329,83,,3110270,1,20250520,1245,46,7,4,0,0,0,0,72,16,5,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997662.202505201245,35.80305692,139.6481824,83,,3110280,1,20250520,1245,95,37,0,0,0,0,0,96,27,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997663.202505201245,36.07243402,139.4990623,83,,3110290,1,20250520,1245,76,19,0,0,0,0,0,77,22,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997664.202505201245,36.18854635,139.3083894,83,,3110300,1,20250520,1245,23,4,0,0,0,0,0,31,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997665.202505201245,36.28225431,139.0870374,83,,3110310,1,20250520,1245,37,9,0,0,0,0,0,35,8,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997666.202505201245,36.35531837,139.0125096,83,,3110320,1,20250520,1245,84,4,4,0,0,0,0,88,9,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997667.202505201245,36.76119427,138.8275203,83,,3110330,1,20250520,1245,0,0,0,0,1,1,0,5,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997668.202505201245,36.34317315,138.5572287,83,,3110350,1,20250520,1245,53,8,0,0,0,0,0,45,7,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997669.202505201245,36.37715426,138.2764444,83,,3110360,1,20250520,1245,51,7,0,0,0,0,0,39,8,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997670.202505201245,36.64919583,138.2215959,83,,3110370,1,20250520,1245,34,4,0,0,0,0,0,47,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997671.202505201245,36.20646629,137.9629773,83,,3110380,1,20250520,1245,48,9,0,0,0,0,0,35,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997672.202505201245,36.53866996,137.9675826,83,,3110390,1,20250520,1245,12,2,0,0,0,0,0,13,0,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997673.202505201245,35.66909002,139.5943344,83,,3110400,1,20250520,1245,67,7,3,0,0,0,0,68,7,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997674.202505201245,35.61122039,138.9628673,83,,3110420,1,20250520,1245,48,10,0,0,0,0,0,30,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997675.202505201245,35.60396629,138.8040242,83,,3110430,1,20250520,1245,9,5,0,0,0,0,0,4,13,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997676.202505201245,35.66782617,138.5078037,83,,3110440,1,20250520,1245,60,4,0,0,0,0,0,65,11,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997677.202505201245,35.90777048,138.2345215,83,,3110450,1,20250520,1245,8,3,0,0,0,0,0,8,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997678.202505201245,36.07055655,138.0938691,83,,3110460,1,20250520,1245,29,1,0,0,0,0,0,40,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997679.202505201245,36.37831824,139.2290443,83,,3110470,1,20250520,1245,35,6,1,0,0,0,0,36,7,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997680.202505201245,36.31470158,139.4271684,83,,3110480,1,20250520,1245,71,19,2,0,0,0,0,58,20,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997681.202505201245,36.3924271,140.2677888,83,,3110490,1,20250520,1245,37,5,0,0,0,0,0,42,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997682.202505201245,36.34474164,140.4740748,83,,3110500,1,20250520,1245,74,15,0,0,0,0,0,95,10,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997683.202505201245,35.72363407,140.2680677,83,,3110510,1,20250520,1245,29,8,2,0,0,0,0,35,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997684.202505201245,35.95803239,140.6007609,83,,3110520,1,20250520,1245,20,5,0,0,0,0,0,17,5,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997685.202505201245,35.15091303,139.829981,83,,3110550,1,20250520,1245,14,1,2,0,0,0,0,17,1,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997686.202505201245,35.43543715,138.8401938,83,,3110560,1,20250520,1245,34,2,0,0,0,0,0,39,2,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997687.202505201245,35.39117538,138.863368,83,,3110570,1,20250520,1245,12,4,0,0,0,0,0,14,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997688.202505201245,35.47790102,138.6703992,83,,3110580,1,20250520,1245,25,14,0,0,0,0,0,26,3,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997689.202505201245,35.51892892,138.8383967,83,,3110590,1,20250520,1245,44,3,0,0,0,0,0,42,4,0,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997690.202505201245,35.65003873,139.6833757,83,,3110600,1,20250520,1245,98,16,14,0,0,0,0,106,6,8,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997691.202505201245,35.53694603,139.510691,83,,3110610,1,20250520,1245,68,13,1,0,0,0,0,104,17,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997692.202505201245,35.47289203,139.412266,83,,3110620,1,20250520,1245,73,31,1,0,0,0,0,95,30,6,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997693.202505201245,35.42758703,139.351511,83,,3110630,1,20250520,1245,67,3,5,0,0,0,0,61,5,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997694.202505201245,35.37445003,139.203293,83,,3110640,1,20250520,1245,43,6,2,0,0,0,0,46,9,3,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997695.202505201245,35.36087503,139.014722,83,,3110650,1,20250520,1245,15,8,2,0,0,0,0,26,17,1,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997696.202505201245,35.68396699,139.992342,83,,3110660,1,20250520,1245,69,27,4,0,0,0,0,55,28,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997697.202505201245,35.58844296,139.7548217,83,,3110670,1,20250520,1245,26,16,2,0,0,0,0,40,21,4,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997709.202505201245,35.55346203,139.695301,83,,3310680,1,20250520,1245,66,6,4,0,0,0,0,49,7,2,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997710.202505201245,35.47649803,139.611304,83,,3310690,1,20250520,1245,49,7,4,0,0,0,0,47,9,6,0,0,0,0,3,202505201245
t_travospublic_measure_5m.25997711.202505201245,35.7696995,139.8035038,83,,3310710,1,20250520,1245,75,12,6,0,0,0,0,84,18,2,0,0,0,0,3,202505201245
