地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
87,,7110010,1,20250529,705,64,7,0,0,0,0,0,47,15,0,0,0,0,0,3,202505290705,34.7397814534622,134.1635598,,,,,,,,,,,,
87,,7110030,1,20250529,705,88,9,0,0,0,0,0,93,20,0,0,0,0,0,3,202505290705,34.5766214332424,133.720196,,,,,,,,,,,,
87,,7110040,1,20250529,705,47,8,0,0,0,0,0,56,7,0,0,0,0,0,3,202505290705,34.51540182315934,133.565914,,,,,,,,,,,,
87,,7110140,1,20250529,705,74,7,0,0,0,0,0,56,5,0,0,0,0,0,3,202505290705,35.42972217436492,133.16019770000003,,,,,,,,,,,,
87,,7110150,1,20250529,705,59,5,0,0,0,0,0,73,11,0,0,0,0,0,3,202505290705,35.41501435434614,132.9291201,,,,,,,,,,,,
87,,7110160,1,20250529,705,18,1,0,0,0,0,0,16,3,0,0,0,0,0,3,202505290705,35.220801104096246,132.5117898,,,,,,,,,,,,
87,,7110170,1,20250529,705,29,2,0,0,0,0,0,8,1,0,0,0,0,0,3,202505290705,34.75449303348189,131.907185,,,,,,,,,,,,
87,,7110210,1,20250529,705,30,3,0,0,0,0,0,43,3,0,0,0,0,0,3,202505290705,34.8389208935946,133.9257149,,,,,,,,,,,,
87,,7310110,1,20250529,705,66,3,0,0,0,0,0,56,8,0,0,0,0,0,3,202505290705,35.39772612432404,132.8747235,,,,,,,,,,,,
87,,7310120,1,20250529,705,18,3,0,0,0,0,0,24,2,0,0,0,0,0,3,202505290705,35.068629523897954,132.3222435,,,,,,,,,,,,
87,,7310150,1,20250529,705,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,202505290705,34.9738037337733,132.7317309,,,,,,,,,,,,
87,,7310160,1,20250529,705,16,2,0,0,0,0,0,4,1,0,0,0,0,0,3,202505290705,35.117460163961816,132.778337,,,,,,,,,,,,
87,,7310170,1,20250529,705,18,0,0,0,0,0,0,83,3,0,0,0,0,0,3,202505290705,34.705264123415894,133.7151146,,,,,,,,,,,,
87,,7310260,1,20250529,705,11,2,0,0,0,0,0,25,4,0,0,0,0,0,3,202505290705,35.132156843980994,132.4019922,,,,,,,,,,,,
