地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
87,,7110100,1,20250531,2005,8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505312005,35.525440034486614,134.401402,,,,,,,,,,,,
87,,7110120,1,20250531,2005,,,,0,0,0,1,,,,0,0,0,1,3,202505312005,35.52073503448066,133.602321,,,,,,,,,,,,
87,,7110130,1,20250531,2005,31,6,0,0,0,0,0,20,1,0,0,0,0,0,3,202505312005,35.41880503435098,133.370183,,,,,,,,,,,,
87,,7110220,1,20250531,2005,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,202505312005,35.19265103405972,134.203535,,,,,,,,,,,,
87,,7310050,1,20250531,2005,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,202505312005,35.52642103448786,134.014803,,,,,,,,,,,,
87,,7310070,1,20250531,2005,4,0,0,0,0,0,0,11,1,0,0,0,0,0,3,202505312005,35.51442503447265,134.020507,,,,,,,,,,,,
87,,7310080,1,20250531,2005,,,,0,0,0,1,,,,0,0,0,1,3,202505312005,35.50773503446417,133.951629,,,,,,,,,,,,
87,,7310100,1,20250531,2005,9,0,0,0,0,0,0,5,1,0,0,0,0,0,3,202505312005,35.508808034465545,133.493736,,,,,,,,,,,,
87,,7310130,1,20250531,2005,16,1,0,0,0,0,0,18,0,0,0,0,0,0,3,202505312005,35.419582034351976,134.259336,,,,,,,,,,,,
87,,7310190,1,20250531,2005,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,202505312005,35.48752003443851,134.19798,,,,,,,,,,,,
87,,7310200,1,20250531,2005,28,0,0,0,0,0,0,12,1,0,0,0,0,0,3,202505312005,35.56082603453137,134.284636,,,,,,,,,,,,
87,,7310210,1,20250531,2005,19,1,0,0,0,0,0,19,3,0,0,0,0,0,3,202505312005,35.50841503446504,133.518074,,,,,,,,,,,,
87,,7310220,1,20250531,2005,17,0,0,0,0,0,0,20,1,0,0,0,0,0,3,202505312005,35.527027804488625,134.13269444,,,,,,,,,,,,
87,,7310230,1,20250531,2005,43,0,0,0,0,0,0,12,1,0,0,0,0,0,3,202505312005,35.51102780446835,134.20186111,,,,,,,,,,,,
87,,7310240,1,20250531,2005,10,0,0,0,0,0,0,7,0,0,0,0,0,0,3,202505312005,35.397000034323106,134.20377777,,,,,,,,,,,,
87,,7310250,1,20250531,2005,9,0,0,0,0,0,0,9,1,0,0,0,0,0,3,202505312005,35.21870003409352,134.3247,,,,,,,,,,,,
87,,7310610,1,20250531,2005,21,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505312005,35.49457003444746,134.1603,,,,,,,,,,,,
87,,7310620,1,20250531,2005,31,1,0,0,0,0,0,35,0,0,0,0,0,0,3,202505312005,35.50153003445631,134.0804,,,,,,,,,,,,
87,,7310630,1,20250531,2005,22,1,0,0,0,0,0,27,0,0,0,0,0,0,3,202505312005,35.49990003445423,134.0626,,,,,,,,,,,,
87,,7310640,1,20250531,2005,30,0,0,0,0,0,0,19,0,0,0,0,0,0,3,202505312005,35.50860003446527,134.0108,,,,,,,,,,,,
87,,7360010,1,20250531,2005,8,1,0,0,0,0,0,4,0,0,0,0,0,0,1,202505312005,35.032454033850506,134.387568,,,,,,,,,,,,
87,,7360020,1,20250531,2005,6,0,0,0,0,0,0,13,1,0,0,0,0,0,1,202505312005,35.07606803390771,134.346092,,,,,,,,,,,,
87,,7360030,1,20250531,2005,0,0,0,0,0,0,0,12,10,0,0,0,0,0,3,202505312005,35.238191034118756,134.286932,,,,,,,,,,,,
87,,7360040,1,20250531,2005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505312005,35.284722034178905,134.227547,,,,,,,,,,,,
87,,7360060,1,20250531,2005,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,202505312005,35.35362703426754,134.194581,,,,,,,,,,,,
87,,7360070,1,20250531,2005,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,202505312005,35.37911003430021,134.204798,,,,,,,,,,,,
87,,7360080,1,20250531,2005,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,202505312005,35.39104203431548,134.20339,,,,,,,,,,,,
87,,7360090,1,20250531,2005,14,1,0,0,0,0,0,12,2,0,0,0,0,0,1,202505312005,35.40772703433684,134.206955,,,,,,,,,,,,
87,,7360100,1,20250531,2005,20,0,0,0,0,0,0,12,3,0,0,0,0,0,1,202505312005,35.45862225662396,134.193141666666,,,,,,,,,,,,
87,,7360110,1,20250531,2005,5,0,0,0,0,0,0,4,1,0,0,0,0,0,1,202505312005,35.113784033957025,134.331458,,,,,,,,,,,,
88,,8110010,1,20250531,2005,8,1,0,0,0,0,0,9,0,0,0,0,0,0,3,202505312005,34.2207184500313,134.411544799804,,,,,,,,,,,,
88,,8110020,1,20250531,2005,56,3,0,0,0,0,0,61,1,0,0,0,0,0,3,202505312005,34.30277465209332,134.084776639938,,,,,,,,,,,,
88,,8110030,1,20250531,2005,53,2,0,0,0,0,0,56,1,0,0,0,0,0,3,202505312005,34.29671450737887,133.946895003318,,,,,,,,,,,,
88,,8110040,1,20250531,2005,34,0,0,0,0,0,0,37,3,0,0,0,0,0,3,202505312005,34.17417938671837,133.715951442718,,,,,,,,,,,,
88,,8110050,1,20250531,2005,23,1,0,0,0,0,0,27,0,0,0,0,0,0,3,202505312005,33.91236267641698,133.20324182510302,,,,,,,,,,,,
88,,8110060,1,20250531,2005,21,0,0,0,0,0,0,36,1,2,0,0,0,0,3,202505312005,33.82431235182997,132.984384298324,,,,,,,,,,,,
88,,8110070,1,20250531,2005,26,2,0,0,0,0,0,38,0,0,0,0,0,0,3,202505312005,34.28544169692582,134.00050163269,,,,,,,,,,,,
88,,8110080,1,20250531,2005,4,1,0,0,0,0,0,10,0,0,0,0,0,0,3,202505312005,34.10608825909625,133.799223303794,,,,,,,,,,,,
88,,8110090,1,20250531,2005,13,1,0,0,0,0,0,11,0,0,0,0,0,0,3,202505312005,34.028957826825085,133.828164339065,,,,,,,,,,,,
88,,8110100,1,20250531,2005,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,202505312005,33.950764901704936,133.764853477478,,,,,,,,,,,,
88,,8110110,1,20250531,2005,6,0,0,0,0,1,0,13,3,0,0,0,0,0,3,202505312005,33.58909346194513,133.626092746853,,,,,,,,,,,,
88,,8110115,1,20250531,2005,15,1,0,0,0,0,0,17,0,0,0,0,0,0,3,202505312005,33.548205918990114,133.451582193374,,,,,,,,,,,,
88,,8110120,1,20250531,2005,15,0,0,0,0,0,0,26,0,0,0,0,0,0,3,202505312005,33.543133969132924,133.402808904647,,,,,,,,,,,,
88,,8110130,1,20250531,2005,23,0,0,0,0,0,0,20,1,0,0,0,0,0,3,202505312005,33.7476978963593,132.791587114334,,,,,,,,,,,,
88,,8110131,1,20250531,2005,10,0,0,0,0,0,0,3,1,0,0,0,0,0,3,202505312005,33.793408870729856,134.592427611351,,,,,,,,,,,,
88,,8110140,1,20250531,2005,11,0,0,0,0,0,0,16,0,0,0,0,0,0,3,202505312005,33.63466659400443,134.369745254516,,,,,,,,,,,,
88,,8110142,1,20250531,2005,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,202505312005,33.74774819013548,134.53964678124,,,,,,,,,,,,
88,,8110150,1,20250531,2005,5,1,0,0,0,0,0,3,0,0,0,0,0,0,3,202505312005,33.54318503179848,134.2936,,,,,,,,,,,,
88,,8110151,1,20250531,2005,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,202505312005,33.42133103162269,134.025327,,,,,,,,,,,,
88,,8110160,1,20250531,2005,13,1,0,0,0,0,0,10,0,0,0,0,0,0,3,202505312005,33.53924497073882,133.738444460766,,,,,,,,,,,,
88,,8110161,1,20250531,2005,15,0,0,0,0,0,0,23,0,0,0,0,0,0,3,202505312005,33.520916544031145,133.780702650547,,,,,,,,,,,,
88,,8110162,1,20250531,2005,22,1,0,0,0,0,0,18,1,0,0,0,0,0,3,202505312005,33.550342371512876,133.740176352243,,,,,,,,,,,,
88,,8110163,1,20250531,2005,33,1,0,0,0,0,0,21,0,0,0,0,0,0,3,202505312005,33.55352220956595,133.721816021769,,,,,,,,,,,,
88,,8110164,1,20250531,2005,2,0,0,0,0,0,0,4,1,0,0,0,0,0,3,202505312005,33.57127484589016,133.574287891387,,,,,,,,,,,,
88,,8110165,1,20250531,2005,25,4,0,0,0,0,0,38,0,0,0,0,0,0,3,202505312005,33.56026408468244,133.633757829666,,,,,,,,,,,,
88,,8110166,1,20250531,2005,31,1,0,0,0,0,0,31,2,0,0,0,0,0,3,202505312005,33.540965031795295,133.601005,,,,,,,,,,,,
88,,8110167,1,20250531,2005,14,0,0,0,0,0,0,18,2,0,0,0,0,0,3,202505312005,33.5424317654246,133.583077945611,,,,,,,,,,,,
88,,8110170,1,20250531,2005,17,1,0,0,0,0,0,24,1,0,0,0,0,0,3,202505312005,33.485055031714765,133.373125,,,,,,,,,,,,
88,,8110171,1,20250531,2005,13,0,0,0,0,0,0,7,0,0,0,0,0,0,3,202505312005,33.40395558523113,133.288643360137,,,,,,,,,,,,
88,,8110172,1,20250531,2005,6,2,0,0,0,0,0,7,0,0,0,0,0,0,3,202505312005,33.39236677628474,133.278601169586,,,,,,,,,,,,
88,,8110174,1,20250531,2005,11,1,0,0,0,0,0,15,1,0,0,0,0,0,3,202505312005,33.18330330083646,133.144855499267,,,,,,,,,,,,
88,,8110180,1,20250531,2005,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,202505312005,33.35817590038214,133.253152370452,,,,,,,,,,,,
88,,8110181,1,20250531,2005,10,1,0,0,0,0,0,4,0,0,0,0,0,0,3,202505312005,32.974388919857596,132.933138888889,,,,,,,,,,,,
88,,8110182,1,20250531,2005,12,0,0,0,0,0,0,16,0,0,0,0,0,0,3,202505312005,32.96811114207051,132.872277777778,,,,,,,,,,,,
88,,8110183,1,20250531,2005,3,1,0,0,0,0,0,9,0,0,0,0,0,0,3,202505312005,32.95902780872377,132.776972222222,,,,,,,,,,,,
88,,8110190,1,20250531,2005,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,202505312005,32.96996536793415,132.68920719623503,,,,,,,,,,,,
88,,8110191,1,20250531,2005,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,202505312005,33.13903103121127,132.517477,,,,,,,,,,,,
88,,8110192,1,20250531,2005,17,0,0,0,0,0,0,12,0,0,0,0,0,0,3,202505312005,33.14590213224344,132.52205863595,,,,,,,,,,,,
88,,8110200,1,20250531,2005,8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505312005,33.325562031483756,132.5285,,,,,,,,,,,,
88,,8110210,1,20250531,2005,48,1,3,0,0,0,0,54,3,8,0,0,0,0,3,202505312005,33.81637909326473,132.744826823472,,,,,,,,,,,,
88,,8110230,1,20250531,2005,28,0,0,0,0,0,0,26,0,0,0,0,0,0,3,202505312005,34.07022914227441,134.461130797863,,,,,,,,,,,,
88,,8110231,1,20250531,2005,26,0,0,0,0,0,0,13,0,0,0,0,0,0,3,202505312005,34.03847794648641,134.520513564348,,,,,,,,,,,,
88,,8110232,1,20250531,2005,34,0,0,0,0,0,0,19,0,0,0,0,0,0,3,202505312005,34.04120064204002,134.531005024909,,,,,,,,,,,,
88,,8110240,1,20250531,2005,23,1,0,0,0,0,0,16,1,0,0,0,0,0,3,202505312005,34.03149633348104,132.829599380493,,,,,,,,,,,,
88,,8110250,1,20250531,2005,20,0,0,0,0,0,0,19,1,0,0,0,0,0,3,202505312005,33.93004373774009,133.094837665557,,,,,,,,,,,,
88,,8111021,1,20250531,2005,11,0,0,0,0,0,0,17,0,0,0,0,0,0,3,202505312005,33.50191403173908,133.309236,,,,,,,,,,,,
88,,8160020,1,20250531,2005,7,0,0,0,0,0,0,13,0,0,0,0,0,0,1,202505312005,33.331092031491806,133.206098,,,,,,,,,,,,
88,,8160030,1,20250531,2005,5,0,0,0,0,0,0,7,1,0,0,0,0,0,1,202505312005,33.23544203135242,133.159939,,,,,,,,,,,,
88,,8160040,1,20250531,2005,22,2,0,0,0,0,0,13,0,0,0,0,0,0,1,202505312005,33.24742026280611,132.570131868124,,,,,,,,,,,,
88,,8160050,1,20250531,2005,21,0,0,0,0,0,0,15,0,0,0,0,0,0,1,202505312005,33.33622666521378,132.557060122489,,,,,,,,,,,,
88,,8160060,1,20250531,2005,11,0,0,0,0,0,0,15,1,0,0,0,0,0,1,202505312005,34.056139032526026,134.588624,,,,,,,,,,,,
88,,8310010,1,20250531,2005,59,5,0,0,0,0,0,57,2,0,0,0,0,0,3,202505312005,34.152121047215225,134.579402804374,,,,,,,,,,,,
88,,8310020,1,20250531,2005,22,0,0,0,0,0,0,30,0,0,0,0,0,0,3,202505312005,34.335875041773484,134.151295423507,,,,,,,,,,,,
88,,8310030,1,20250531,2005,32,0,2,0,0,0,0,31,1,0,0,0,0,0,3,202505312005,33.79997204409725,132.86443054676,,,,,,,,,,,,
88,,8310040,1,20250531,2005,53,0,0,0,0,0,0,33,1,0,0,0,0,0,3,202505312005,34.239532652899726,133.895906209945,,,,,,,,,,,,
88,,8310050,1,20250531,2005,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,202505312005,33.797668032162,133.760304,,,,,,,,,,,,
88,,8310060,1,20250531,2005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505312005,33.54154672048833,133.042341470718,,,,,,,,,,,,
88,,8310061,1,20250531,2005,41,3,0,0,0,0,0,41,1,0,0,0,0,0,3,202505312005,33.80675451706518,132.745272070169,,,,,,,,,,,,
