地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
86,,6110010,1,20250626,1405,28,10,0,0,0,0,0,31,14,0,0,0,0,0,3,202506261405,34.938138216795814,136.265283823013,,,,,,,,,,,,
86,,6110020,1,20250626,1405,42,7,0,0,0,0,0,37,9,0,0,0,0,0,3,202506261405,34.990936305895495,136.115165948867,,,,,,,,,,,,
86,,6110030,1,20250626,1405,1,0,1,0,0,0,0,0,0,48,0,0,0,0,3,202506261405,35.005385003512316,135.956851243972,,,,,,,,,,,,
86,,6110040,1,20250626,1405,29,12,0,0,0,0,0,22,5,0,0,0,0,0,3,202506261405,34.95699292997823,135.913501381874,,,,,,,,,,,,
86,,6110050,1,20250626,1405,67,5,0,0,0,0,0,82,5,0,0,0,0,0,3,202506261405,34.99087038445861,135.844525694847,,,,,,,,,,,,
86,,6110060,1,20250626,1405,122,19,0,0,0,0,0,97,50,0,0,0,0,0,3,202506261405,34.99142632024544,135.831109285354,,,,,,,,,,,,
86,,6110070,1,20250626,1405,121,11,0,0,0,0,0,93,14,0,0,0,0,0,3,202506261405,34.98630409707048,135.82777261734,,,,,,,,,,,,
86,,6110080,1,20250626,1405,91,34,0,0,0,0,0,87,43,0,0,0,0,0,3,202506261405,34.91099177877929,135.744452476501,,,,,,,,,,,,
86,,6110090,1,20250626,1405,111,33,0,0,0,0,0,90,39,0,0,0,0,0,3,202506261405,34.805311519271704,135.649480819702,,,,,,,,,,,,
86,,6110100,1,20250626,1405,37,9,0,0,0,0,0,41,9,0,0,0,0,0,3,202506261405,34.81945711253497,135.720393061637,,,,,,,,,,,,
86,,6110110,1,20250626,1405,45,13,0,0,0,0,0,50,17,0,0,0,0,0,3,202506261405,34.71960434074075,135.436824560165,,,,,,,,,,,,
86,,6110120,1,20250626,1405,65,13,0,0,0,0,0,48,9,0,0,0,0,0,3,202506261405,34.64078623273222,135.106242299079,,,,,,,,,,,,
86,,6110130,1,20250626,1405,132,70,0,0,0,0,0,156,52,0,0,0,0,0,3,202506261405,34.75756172115131,134.859353005886,,,,,,,,,,,,
86,,6110150,1,20250626,1405,74,33,0,0,0,0,0,95,38,0,0,0,0,0,3,202506261405,34.847425137493005,134.578367471694,,,,,,,,,,,,
86,,6110160,1,20250626,1405,75,24,0,0,0,0,0,70,33,0,0,0,0,0,3,202506261405,34.824513790274004,134.512607753276,,,,,,,,,,,,
