地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
87,,7110010,1,20250625,2205,17,14,0,0,0,0,0,14,8,0,0,0,0,0,3,202506252205,34.7397814534622,134.1635598,,,,,,,,,,,,
87,,7110030,1,20250625,2205,44,3,0,0,0,0,0,37,10,0,0,0,0,0,3,202506252205,34.5766214332424,133.720196,,,,,,,,,,,,
87,,7110040,1,20250625,2205,12,7,0,0,0,0,0,17,4,0,0,0,0,0,3,202506252205,34.51540182315934,133.565914,,,,,,,,,,,,
87,,7110140,1,20250625,2205,23,1,0,0,0,0,0,12,2,0,0,0,0,0,3,202506252205,35.42972217436492,133.16019770000003,,,,,,,,,,,,
87,,7110150,1,20250625,2205,18,1,0,0,0,0,0,10,0,0,0,0,0,0,3,202506252205,35.41501435434614,132.9291201,,,,,,,,,,,,
87,,7110160,1,20250625,2205,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,202506252205,35.220801104096246,132.5117898,,,,,,,,,,,,
87,,7110170,1,20250625,2205,7,1,0,0,0,0,0,3,0,0,0,0,0,0,3,202506252205,34.75449303348189,131.907185,,,,,,,,,,,,
87,,7110210,1,20250625,2205,3,1,0,0,0,0,0,9,0,0,0,0,0,0,3,202506252205,34.8389208935946,133.9257149,,,,,,,,,,,,
87,,7110260,1,20250625,2205,0,1,0,0,0,0,0,8,1,0,0,0,0,0,3,202506252205,33.97988891241918,132.1977222,,,,,,,,,,,,
87,,7110270,1,20250625,2205,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,202506252205,34.65950003335435,131.6773889,,,,,,,,,,,,
87,,7110280,1,20250625,2205,1,0,0,0,0,0,0,2,2,0,0,0,0,0,3,202506252205,34.419861143029046,131.4097778,,,,,,,,,,,,
87,,7110290,1,20250625,2205,7,0,0,0,0,0,0,5,0,0,0,0,0,0,3,202506252205,34.371805582963226,131.1861389,,,,,,,,,,,,
87,,7110320,1,20250625,2205,10,0,0,0,0,0,0,10,0,0,0,0,0,0,3,202506252205,33.95763808238793,132.1366533,,,,,,,,,,,,
87,,7310110,1,20250625,2205,,,,0,0,0,1,,,,0,0,1,1,3,202506252205,35.39772612432404,132.8747235,,,,,,,,,,,,
87,,7310120,1,20250625,2205,2,1,0,0,0,0,0,3,1,0,0,0,0,0,3,202506252205,35.068629523897954,132.3222435,,,,,,,,,,,,
87,,7310150,1,20250625,2205,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202506252205,34.9738037337733,132.7317309,,,,,,,,,,,,
87,,7310160,1,20250625,2205,3,0,0,0,0,0,0,2,1,0,0,0,0,0,3,202506252205,35.117460163961816,132.778337,,,,,,,,,,,,
87,,7310170,1,20250625,2205,20,2,0,0,0,0,0,15,0,0,0,0,0,0,3,202506252205,34.705264123415894,133.7151146,,,,,,,,,,,,
87,,7310180,1,20250625,2205,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202506252205,34.38963891298768,131.3651944,,,,,,,,,,,,
87,,7310260,1,20250625,2205,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,202506252205,35.132156843980994,132.4019922,,,,,,,,,,,,
87,,7310270,1,20250625,2205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506252205,35.08573619392036,132.3490609,,,,,,,,,,,,
87,,7310280,1,20250625,2205,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202506252205,35.076671573908484,132.335387,,,,,,,,,,,,
87,,7310290,1,20250625,2205,8,2,0,0,0,0,0,1,0,0,0,0,0,0,3,202506252205,34.88220003365212,132.0657,,,,,,,,,,,,
87,,7310300,1,20250625,2205,6,2,0,0,0,0,0,1,0,0,0,0,0,0,3,202506252205,34.86980443363566,132.0662027,,,,,,,,,,,,
87,,7310350,1,20250625,2205,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202506252205,34.83580109359045,131.9999083,,,,,,,,,,,,
87,,7310410,1,20250625,2205,2,0,0,0,0,0,0,8,3,0,0,0,0,0,3,202506252205,35.21593257408993,132.5144274,,,,,,,,,,,,
