FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・自動車交通量,上り・小型交通量,上り・大型交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型交通量,下り・大型交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2,color
t_travospublic_measure_5m_img.23716024.202505141410,81,01,1810210,1,20250514,1410,45,38,7,0,34,22,12,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.86212604057491,141.599922,,,blue
t_travospublic_measure_5m_img.23716025.202505141410,81,05,1810220,1,20250514,1410,46,30,16,0,57,40,17,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.736385040532305,141.709144,,,blue
t_travospublic_measure_5m_img.23716026.202505141410,81,05,1810240,1,20250514,1410,32,26,6,0,35,30,5,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.44474904042452,141.159993,,,blue
t_travospublic_measure_5m_img.23716027.202505141410,81,05,1810250,1,20250514,1410,55,50,5,0,50,44,6,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.32896604037825,140.996368,,,blue
t_travospublic_measure_5m_img.23716028.202505141410,81,02,1810260,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.59861104048294,140.461667,,,blue
t_travospublic_measure_5m_img.23716029.202505141410,81,05,1810270,1,20250514,1410,18,15,3,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.59319704048096,140.520753,,,blue
t_travospublic_measure_5m_img.23716030.202505141410,81,05,1810280,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.59372804048115,140.535945,,,blue
t_travospublic_measure_5m_img.23716031.202505141410,81,05,1810290,1,20250514,1410,18,18,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.56267604046962,140.742626,,,blue
t_travospublic_measure_5m_img.23716032.202505141410,81,01,1810310,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.57408404077149,141.983838,,,blue
t_travospublic_measure_5m_img.23716033.202505141410,81,01,1810320,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.47080004074768,142.266721,,,blue
t_travospublic_measure_5m_img.23716034.202505141410,81,04,1810330,1,20250514,1410,9,8,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.39305604072871,142.348056,,,blue
t_travospublic_measure_5m_img.23716035.202505141410,81,04,1810340,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.27194404069734,142.385,,,blue
t_travospublic_measure_5m_img.23716036.202505141410,81,04,1810350,1,20250514,1410,7,4,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.197222040676884,142.575556,,,blue
t_travospublic_measure_5m_img.23716037.202505141410,81,07,1810360,1,20250514,1410,,,,,,,,,0,0,0,0,0,0,0,0,0,1,3,202505141410,43.15732804066562,142.786759,,,blue
t_travospublic_measure_5m_img.23716038.202505141410,81,07,1810370,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,42.814306040558975,143.51125,,,blue
t_travospublic_measure_5m_img.23716039.202505141410,81,07,1810380,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.82106404056124,143.710554,,,blue
t_travospublic_measure_5m_img.23716040.202505141410,81,06,1810390,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,42.86448904057567,143.874907,,,blue
t_travospublic_measure_5m_img.23716041.202505141410,81,06,1810400,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.00508004062045,144.254672,,,blue
t_travospublic_measure_5m_img.23716042.202505141410,81,06,1810410,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.0195510406249,144.257695,,,blue
t_travospublic_measure_5m_img.23716043.202505141410,81,06,1810420,1,20250514,1410,57,54,3,0,51,50,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.00768404062126,144.364725,,,blue
t_travospublic_measure_5m_img.23716044.202505141410,81,04,1810430,1,20250514,1410,11,7,4,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.89527804083526,142.525556,,,blue
t_travospublic_measure_5m_img.23716045.202505141410,81,04,1810440,1,20250514,1410,10,6,4,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.841944040825744,142.704722,,,blue
t_travospublic_measure_5m_img.23716046.202505141410,81,04,1810450,1,20250514,1410,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.65333304078868,143.117222,,,blue
t_travospublic_measure_5m_img.23716047.202505141410,81,08,1810460,1,20250514,1410,33,27,6,0,32,25,7,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.88484504083343,144.001818,,,blue
t_travospublic_measure_5m_img.23716048.202505141410,81,08,1810480,1,20250514,1410,4,3,1,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.91366204083846,144.156572,,,blue
t_travospublic_measure_5m_img.23716049.202505141410,81,04,1810490,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,1,3,202505141410,43.84722204082672,142.449167,,,blue
t_travospublic_measure_5m_img.23716050.202505141410,81,04,1810500,1,20250514,1410,23,18,5,0,19,17,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.08944404086627,142.395278,,,blue
t_travospublic_measure_5m_img.23716051.202505141410,81,04,1810510,1,20250514,1410,19,13,6,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.704722040926775,142.273889,,,blue
t_travospublic_measure_5m_img.23716052.202505141410,81,04,1810520,1,20250514,1410,,,,,,,,,0,0,0,0,0,0,0,0,0,1,3,202505141410,44.72277804092767,142.249444,,,blue
t_travospublic_measure_5m_img.23716053.202505141410,81,09,1810530,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.89631204093388,141.953342,,,blue
t_travospublic_measure_5m_img.23716054.202505141410,81,10,1810540,1,20250514,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,45.02071604093552,141.771957,,,blue
t_travospublic_measure_5m_img.23716055.202505141410,81,10,1810550,1,20250514,1410,6,6,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,45.14500004093481,141.751667,,,blue
t_travospublic_measure_5m_img.23716056.202505141410,81,10,1810560,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,45.226363040933066,141.745321,,,blue
t_travospublic_measure_5m_img.23716057.202505141410,81,10,1810570,1,20250514,1410,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,45.112831040935205,141.794564,,,blue
t_travospublic_measure_5m_img.23716058.202505141410,81,06,1810580,1,20250514,1410,39,36,3,0,52,50,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.9878210406151,144.393418,,,blue
t_travospublic_measure_5m_img.23716059.202505141410,81,06,1810590,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.05774504063647,144.791279,,,blue
t_travospublic_measure_5m_img.23716060.202505141410,81,06,1810600,1,20250514,1410,33,26,7,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.05804004063655,144.830749,,,blue
t_travospublic_measure_5m_img.23716061.202505141410,81,06,1810610,1,20250514,1410,7,7,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.282406040700124,145.50731400000004,,,blue
t_travospublic_measure_5m_img.23716062.202505141410,81,02,1810620,1,20250514,1410,12,10,2,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.950833040213396,140.45583300000004,,,blue
t_travospublic_measure_5m_img.23716063.202505141410,81,02,1810630,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,41.77071104012753,140.613124,,,blue
t_travospublic_measure_5m_img.23716064.202505141410,81,02,1810640,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,41.666445040075686,140.434972,,,blue
t_travospublic_measure_5m_img.23716065.202505141410,81,02,1810650,1,20250514,1410,15,12,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.624898040054596,140.429715,,,blue
t_travospublic_measure_5m_img.23716066.202505141410,81,02,1810660,1,20250514,1410,10,9,1,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.49941703998935,140.249304,,,blue
t_travospublic_measure_5m_img.23716067.202505141410,81,02,1810670,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,41.40202103993715,140.185625,,,blue
t_travospublic_measure_5m_img.23716068.202505141410,81,02,1810680,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,41.43166703995318,140.128056,,,blue
t_travospublic_measure_5m_img.23716069.202505141410,81,02,1810690,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,41.71166704009836,140.027778,,,blue
t_travospublic_measure_5m_img.23716070.202505141410,81,02,1810700,1,20250514,1410,14,12,2,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.84777804016484,140.12472200000002,,,blue
t_travospublic_measure_5m_img.23716071.202505141410,81,02,1810710,1,20250514,1410,24,20,4,0,21,19,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.84277804016245,140.732222,,,blue
t_travospublic_measure_5m_img.23716072.202505141410,81,02,1810720,1,20250514,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,41.83583304015913,140.645833,,,blue
t_travospublic_measure_5m_img.23716073.202505141410,81,02,1810730,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,41.78055604013235,140.61055600000003,,,blue
t_travospublic_measure_5m_img.23716074.202505141410,81,03,1810750,1,20250514,1410,14,12,2,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.2287050406856,140.73446400000003,,,blue
t_travospublic_measure_5m_img.23716075.202505141410,81,03,1810760,1,20250514,1410,9,7,2,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.280277040699566,140.6375,,,blue
t_travospublic_measure_5m_img.23716076.202505141410,81,03,1810780,1,20250514,1410,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.328914040712355,140.422613,,,blue
t_travospublic_measure_5m_img.23716077.202505141410,81,03,1810790,1,20250514,1410,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.19878704067732,140.346959,,,blue
t_travospublic_measure_5m_img.23716078.202505141410,81,03,1810800,1,20250514,1410,13,10,3,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.04480504063257,140.505833,,,blue
t_travospublic_measure_5m_img.23716079.202505141410,81,03,1810810,1,20250514,1410,17,13,4,0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.02277704062587,140.548333,,,blue
t_travospublic_measure_5m_img.23716080.202505141410,81,03,1810820,1,20250514,1410,30,22,8,0,19,11,8,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.99750304061811,140.538303,,,blue
t_travospublic_measure_5m_img.23716081.202505141410,81,03,1810830,1,20250514,1410,14,13,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.981000040613,140.511333,,,blue
t_travospublic_measure_5m_img.23716082.202505141410,81,03,1810840,1,20250514,1410,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.93163404059743,140.409415,,,blue
t_travospublic_measure_5m_img.23716083.202505141410,81,03,1810850,1,20250514,1410,8,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.83094404056455,140.308974,,,blue
t_travospublic_measure_5m_img.23716084.202505141410,81,03,1810860,1,20250514,1410,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.818297040560324,140.184051,,,blue
t_travospublic_measure_5m_img.23716085.202505141410,81,03,1810870,1,20250514,1410,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.68444404051404,139.919444,,,blue
t_travospublic_measure_5m_img.23716086.202505141410,81,02,1810880,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.57583304047453,139.832222,,,blue
t_travospublic_measure_5m_img.23716087.202505141410,81,02,1810890,1,20250514,1410,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.17250004031257,139.899444,,,blue
t_travospublic_measure_5m_img.23716088.202505141410,81,02,1810900,1,20250514,1410,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.21750004033183,139.868333,,,blue
t_travospublic_measure_5m_img.23716089.202505141410,81,02,1810910,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.11918804028937,140.016837,,,blue
t_travospublic_measure_5m_img.23716090.202505141410,81,02,1810920,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,41.97324904022374,140.139624,,,blue
t_travospublic_measure_5m_img.23716091.202505141410,81,01,1810940,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.001256040619275,141.339621,,,blue
t_travospublic_measure_5m_img.23716092.202505141410,81,01,1810950,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.999192040618645,141.337588,,,blue
t_travospublic_measure_5m_img.23716093.202505141410,81,01,1810970,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,42.883263040581824,141.139985,,,blue
t_travospublic_measure_5m_img.23716094.202505141410,81,03,1810980,1,20250514,1410,11,10,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.69444404051758,140.839722,,,blue
t_travospublic_measure_5m_img.23716095.202505141410,81,01,1811010,1,20250514,1410,42,35,7,0,53,44,9,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.161847040666906,141.353771,,,blue
t_travospublic_measure_5m_img.23716096.202505141410,81,01,1811020,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.183375040672985,141.323859,,,blue
t_travospublic_measure_5m_img.23716097.202505141410,81,01,1811030,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.22320404068409,141.345058,,,blue
t_travospublic_measure_5m_img.23716098.202505141410,81,01,1811040,1,20250514,1410,10,8,2,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.39904804073019,141.436259,,,blue
t_travospublic_measure_5m_img.23716099.202505141410,81,09,1811050,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.754167040809165,141.350556,,,blue
t_travospublic_measure_5m_img.23716100.202505141410,81,09,1811060,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.96800904093512,141.76263200000002,,,blue
t_travospublic_measure_5m_img.23716101.202505141410,81,09,1811070,1,20250514,1410,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.934167040934625,141.755833,,,blue
t_travospublic_measure_5m_img.23716102.202505141410,81,09,1811080,1,20250514,1410,10,8,2,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.80500004093119,141.786111,,,blue
t_travospublic_measure_5m_img.23716103.202505141410,81,09,1811090,1,20250514,1410,0,0,0,0,15,12,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.642222040923244,141.793889,,,blue
t_travospublic_measure_5m_img.23716104.202505141410,81,09,1811100,1,20250514,1410,9,8,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.50014404091302,141.76481,,,blue
t_travospublic_measure_5m_img.23716105.202505141410,81,09,1811110,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.37405804090138,141.71125400000003,,,blue
t_travospublic_measure_5m_img.23716106.202505141410,81,09,1811120,1,20250514,1410,9,8,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.255783040888275,141.656125,,,blue
t_travospublic_measure_5m_img.23716107.202505141410,81,09,1811130,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.07063104086351,141.663029,,,blue
t_travospublic_measure_5m_img.23716108.202505141410,81,09,1811140,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,43.99097904085126,141.651204,,,blue
t_travospublic_measure_5m_img.23716109.202505141410,81,09,1811150,1,20250514,1410,18,12,6,0,28,24,4,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.94678404084405,141.651833,,,blue
t_travospublic_measure_5m_img.23716110.202505141410,81,09,1811160,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.83194404082392,141.829722,,,blue
t_travospublic_measure_5m_img.23716111.202505141410,81,09,1811170,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.84929604082709,141.814296,,,blue
t_travospublic_measure_5m_img.23716112.202505141410,81,09,1811180,1,20250514,1410,5,4,1,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.874414040831596,141.738365,,,blue
t_travospublic_measure_5m_img.23716113.202505141410,81,09,1811190,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.918889040839346,141.685,,,blue
t_travospublic_measure_5m_img.23716114.202505141410,81,09,1811200,1,20250514,1410,22,21,1,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.89040404083442,141.708596,,,blue
t_travospublic_measure_5m_img.23716115.202505141410,81,01,1811210,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.19022204067492,141.765475,,,blue
t_travospublic_measure_5m_img.23716116.202505141410,81,01,1811220,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.898883040586895,141.813884,,,blue
t_travospublic_measure_5m_img.23716117.202505141410,81,05,1811230,1,20250514,1410,21,17,4,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.885113040582425,141.812065,,,blue
t_travospublic_measure_5m_img.23716118.202505141410,81,05,1811240,1,20250514,1410,14,8,6,0,24,11,13,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.76319504054159,141.812586,,,blue
t_travospublic_measure_5m_img.23716119.202505141410,81,05,1811250,1,20250514,1410,5,2,3,0,14,10,4,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.55317704046606,141.981715,,,blue
t_travospublic_measure_5m_img.23716120.202505141410,81,05,1811260,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,42.16916704031112,142.768611,,,blue
t_travospublic_measure_5m_img.23716121.202505141410,81,05,1811270,1,20250514,1410,11,8,3,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.50615204044825,142.070834,,,blue
t_travospublic_measure_5m_img.23716122.202505141410,81,07,1811280,1,20250514,1410,10,8,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.58422604047764,143.30053,,,blue
t_travospublic_measure_5m_img.23716123.202505141410,81,07,1811290,1,20250514,1410,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,42.3768230403976,143.061454,,,blue
t_travospublic_measure_5m_img.23716124.202505141410,81,04,1811320,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.60527804077837,142.469167,,,blue
t_travospublic_measure_5m_img.23716125.202505141410,81,04,1811330,1,20250514,1410,39,30,9,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.560833040768536,142.435,,,blue
t_travospublic_measure_5m_img.23716126.202505141410,81,04,1811340,1,20250514,1410,19,15,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.46000004074509,142.458611,,,blue
t_travospublic_measure_5m_img.23716127.202505141410,81,04,1811350,1,20250514,1410,10,9,1,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.41250004073354,142.433056,,,blue
t_travospublic_measure_5m_img.23716128.202505141410,81,04,1811360,1,20250514,1410,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.11694404065397,142.400833,,,blue
t_travospublic_measure_5m_img.23716129.202505141410,81,08,1811370,1,20250514,1410,,,,,,,,,0,0,0,0,0,0,0,0,0,1,3,202505141410,44.09975304086775,143.867897,,,blue
t_travospublic_measure_5m_img.23716130.202505141410,81,08,1811380,1,20250514,1410,,,,,,,,,0,0,0,0,0,0,0,0,0,1,3,202505141410,44.12070404087072,143.72058,,,blue
t_travospublic_measure_5m_img.23716131.202505141410,81,08,1811390,1,20250514,1410,21,15,6,0,25,23,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.364948040900465,143.334896,,,blue
t_travospublic_measure_5m_img.23716132.202505141410,81,10,1811400,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.77763904093014,142.72205300000002,,,blue
t_travospublic_measure_5m_img.23716133.202505141410,81,10,1811410,1,20250514,1410,2,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,45.361691040927944,142.122166,,,blue
t_travospublic_measure_5m_img.23716134.202505141410,81,10,1811420,1,20250514,1410,0,0,0,0,18,16,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,45.43694404092388,141.862222,,,blue
t_travospublic_measure_5m_img.23716135.202505141410,81,08,1811430,1,20250514,1410,3,0,3,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.40500204090447,143.017708,,,blue
t_travospublic_measure_5m_img.23716136.202505141410,81,04,1811440,1,20250514,1410,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.31583304089519,142.783333,,,blue
t_travospublic_measure_5m_img.23716137.202505141410,81,04,1811450,1,20250514,1410,4,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.18222204087907,142.306667,,,blue
t_travospublic_measure_5m_img.23716138.202505141410,81,09,1811460,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.20135104088153,142.034302,,,blue
t_travospublic_measure_5m_img.23716139.202505141410,81,09,1811470,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,44.23906304088626,141.778997,,,blue
t_travospublic_measure_5m_img.23716140.202505141410,81,09,1811480,1,20250514,1410,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.2719440408902,141.686389,,,blue
t_travospublic_measure_5m_img.23716141.202505141410,81,06,1811490,1,20250514,1410,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202505141410,43.28312104070033,144.106479,,,blue
t_travospublic_measure_5m_img.23716142.202505141410,81,06,1811500,1,20250514,1410,4,3,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,43.45847504074473,144.008366,,,blue
t_travospublic_measure_5m_img.23716143.202505141410,81,08,1811520,1,20250514,1410,25,23,2,0,30,28,2,0,0,0,0,0,0,0,0,0,0,0,3,202505141410,44.16231304087643,143.57881,,,blue
t_travospublic_measure_5m_img.23716144.202505141410,81,08,1811530,1,20250514,1410,,,,,,,,,1,,,,,,,,,,3,202505141410,44.13401504087257,143.561357,,,blue
