地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,count,color,上り・交通量,下り・交通量,交通量
81,02,1110010,1,20260419,,,,0,0,0,205,,,,0,0,0,205,3,41.93108757020422,140.6421045,,,,,,,,,,,,,205,red,0,0,0
81,02,1110020,1,20260419,3879,401,0,0,0,0,0,3743,405,0,0,0,0,0,3,42.1540981903046,140.4840606,,,,,,,,,,,,,205,red,4280,4148,8428
81,03,1110030,1,20260419,872,79,0,0,0,0,0,796,60,0,0,0,0,0,3,42.672714040509845,140.377502,,,,,,,,,,,,,205,red,951,856,1807
81,03,1110050,1,20260419,4539,325,0,0,0,0,0,4016,303,0,0,0,0,0,3,43.121255040655214,140.735792,,,,,,,,,,,,,205,red,4864,4319,9183
81,03,1110060,1,20260419,5488,207,0,0,0,0,0,5302,292,0,0,0,0,0,3,43.19868804067728,140.862496,,,,,,,,,,,,,205,red,5695,5594,11289
81,03,1110080,1,20260419,10900,356,0,0,0,0,0,11984,460,0,0,0,0,0,3,43.153022040664396,141.118728,,,,,,,,,,,,,205,red,11256,12444,23700
81,01,1110090,1,20260419,10753,408,0,0,0,0,0,9892,320,0,0,0,0,0,3,43.08364407064419,141.3496424,,,,,,,,,,,,,205,red,11161,10212,21373
81,02,1110100,1,20260419,9615,559,0,0,0,0,0,13135,1940,0,0,0,0,0,3,41.855509180168546,140.7378302,,,,,,,,,,,,,205,red,10174,15075,25249
81,02,1110110,1,20260419,6901,467,3,0,0,0,4,5839,554,6,0,0,0,4,3,41.912032390195286,140.6922376,,,,,,,,,,,,,205,red,7371,6399,13770
81,03,1110120,1,20260419,248,14,13,0,0,0,0,365,12,10,0,0,0,0,3,42.65674504050413,140.412444,,,,,,,,,,,,,205,red,275,387,662
