FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,color
t_travospublic_measure_5m.24278852.202505130005,87,,7110050,1,20250513,5,12,5,0,0,0,0,0,12,13,0,0,0,0,0,3,202505130005,34.48565560311886,133.3551943,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278853.202505130005,87,,7110060,1,20250513,5,10,6,0,0,0,0,0,8,11,0,0,0,0,0,3,202505130005,34.42263781303284,133.2070398,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278854.202505130005,87,,7110070,1,20250513,5,3,6,0,0,0,0,0,4,10,0,0,0,0,0,3,202505130005,34.407573573012236,133.1699288,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278855.202505130005,87,,7110080,1,20250513,5,0,2,0,0,0,0,0,1,8,0,0,0,0,0,3,202505130005,34.405688133009654,132.9629534,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278856.202505130005,87,,7110100,1,20250513,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,3,202505130005,35.525440034486614,134.401402,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278857.202505130005,87,,7110120,1,20250513,5,,,,0,0,0,1,,,,0,0,0,1,3,202505130005,35.52073503448066,133.602321,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278858.202505130005,87,,7110130,1,20250513,5,6,1,0,0,0,0,0,6,2,0,0,0,0,0,3,202505130005,35.41880503435098,133.370183,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278859.202505130005,87,,7110220,1,20250513,5,,,,0,0,0,1,,,,0,0,0,1,3,202505130005,35.19265103405972,134.203535,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278860.202505130005,87,,7110230,1,20250513,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,202505130005,34.76131441349103,132.8171003,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278861.202505130005,87,,7110300,1,20250513,5,9,3,0,0,0,0,0,14,8,0,0,0,0,0,3,202505130005,34.38300703297858,132.459786,132.459786,34.38300703297858,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278862.202505130005,87,,7110310,1,20250513,5,3,0,0,0,0,1,0,2,5,0,0,0,0,0,3,202505130005,34.37385803296604,132.421237,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278863.202505130005,87,,7116080,1,20250513,5,3,4,0,0,0,0,0,5,5,0,0,0,0,0,3,202505130005,34.39666703299729,133.151389,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278864.202505130005,87,,7160010,1,20250513,5,,,,0,0,0,1,,,,0,0,0,1,1,202505130005,34.5622222532229,133.1247222,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278865.202505130005,87,,7160020,1,20250513,5,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,202505130005,35.07931507391195,132.8976065,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278866.202505130005,87,,7310030,1,20250513,5,8,3,0,0,0,0,0,7,6,0,0,0,0,0,3,202505130005,34.49757349313508,133.4192187,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278867.202505130005,87,,7310040,1,20250513,5,11,5,0,0,0,0,0,21,15,0,0,0,0,0,3,202505130005,34.4518823230728,133.2408893,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278868.202505130005,87,,7310050,1,20250513,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,202505130005,35.52642103448786,134.014803,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278869.202505130005,87,,7310070,1,20250513,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505130005,35.51442503447265,134.020507,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278870.202505130005,87,,7310080,1,20250513,5,,,,0,0,0,1,,,,0,0,0,1,3,202505130005,35.50773503446417,133.951629,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278871.202505130005,87,,7310100,1,20250513,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505130005,35.508808034465545,133.493736,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278872.202505130005,87,,7310130,1,20250513,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,202505130005,35.419582034351976,134.259336,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278873.202505130005,87,,7310190,1,20250513,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,202505130005,35.48752003443851,134.19798,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278874.202505130005,87,,7310200,1,20250513,5,6,0,0,0,0,0,0,2,0,0,0,0,0,0,3,202505130005,35.56082603453137,134.284636,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278875.202505130005,87,,7310210,1,20250513,5,2,4,0,0,0,0,0,3,5,0,0,0,0,0,3,202505130005,35.50841503446504,133.518074,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278876.202505130005,87,,7310220,1,20250513,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505130005,35.527027804488625,134.13269444,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278877.202505130005,87,,7310230,1,20250513,5,,,,0,0,0,1,,,,0,0,0,1,3,202505130005,35.51102780446835,134.20186111,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278878.202505130005,87,,7310240,1,20250513,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505130005,35.397000034323106,134.20377777,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.24278879.202505130005,87,,7310250,1,20250513,5,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,202505130005,35.21870003409352,134.3247,,,,,,,,,,,,,,,,,
