地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2
89,,9811450,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.01280003102545,130.425184,,
89,,9811700,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.261645031390664,131.01058,,
90,,10810140,1,20250621,2355,27,1,0,19,0,0,0,,,,,,,,,,3,202506212355,26.536514020579673,127.935453,,
89,,9811340,1,20250621,2355,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,202506212355,33.31161503146347,130.070351,,
89,,9811350,1,20250621,2355,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.304966031453795,130.076971,,
89,,9811360,1,20250621,2355,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.29002103143203,130.168151,,
89,,9811370,1,20250621,2355,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.327444031486486,130.034833,,
89,,9811380,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.29362203143727,130.116435,,
89,,9811390,1,20250621,2355,6,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.03691103106103,129.918279,,
89,,9811400,1,20250621,2355,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,32.90829103087079,130.661481,,
89,,9811410,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.01722203103198,130.439722,,
89,,9811420,1,20250621,2355,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.05710503109079,130.465234,,
89,,9811430,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.176714031266506,130.407839,,
89,,9811460,1,20250621,2355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.140861031213944,130.422417,,
89,,9811461,1,20250621,2355,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.184560031278004,130.387933,,
89,,9811470,1,20250621,2355,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.0462530310748,130.431406,,
89,,9811480,1,20250621,2355,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.055717031088754,130.4292,,
89,,9811490,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.069783031109466,130.42405,,
89,,9811500,1,20250621,2355,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.077520031120855,130.428242,,
89,,9811510,1,20250621,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.08238303112801,130.433017,,
89,,9811520,1,20250621,2355,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.11826103118075,130.430375,,
89,,9811540,1,20250621,2355,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.15753403123839,130.478771,,
89,,9811550,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.22942603134362,130.505954,,
89,,9811560,1,20250621,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.23505203135184,130.507151,,
89,,9811570,1,20250621,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.24799503137074,130.509483,,
89,,9811580,1,20250621,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.25651503138319,130.509461,,
89,,9811590,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.31995703147561,130.594037,,
89,,9811600,1,20250621,2355,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.345255031512394,130.730893,,
89,,9811610,1,20250621,2355,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.3437500315102,130.752694,,
89,,9811620,1,20250621,2355,,,,,,,1,0,0,0,0,0,0,0,0,0,3,202506212355,33.33338803149515,130.801953,,
89,,9811630,1,20250621,2355,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.33357603149542,130.817928,,
89,,9811640,1,20250621,2355,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.33658103149978,130.839667,,
89,,9811650,1,20250621,2355,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.331960031493075,130.852326,,
89,,9811660,1,20250621,2355,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.307732031457824,130.915379,,
89,,9811670,1,20250621,2355,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.29883403144486,130.938844,,
89,,9811680,1,20250621,2355,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202506212355,33.29818903144393,130.952388,,
