地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
86,,6110010,1,20250523,305,3,1,0,0,0,0,0,1,4,0,0,0,0,0,3,202505230305,34.938138216795814,136.265283823013,,,,,,,,,,,,
86,,6110020,1,20250523,305,2,3,0,0,0,0,0,4,2,0,0,0,0,0,3,202505230305,34.990936305895495,136.115165948867,,,,,,,,,,,,
86,,6110030,1,20250523,305,11,2,0,0,0,0,0,1,0,1,0,0,0,0,3,202505230305,35.005385003512316,135.956851243972,,,,,,,,,,,,
86,,6110040,1,20250523,305,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,202505230305,34.95699292997823,135.913501381874,,,,,,,,,,,,
86,,6110050,1,20250523,305,7,3,0,0,0,0,0,11,4,0,0,0,0,0,3,202505230305,34.99087038445861,135.844525694847,,,,,,,,,,,,
86,,6110060,1,20250523,305,14,8,0,0,0,0,0,13,11,0,0,0,0,0,3,202505230305,34.99142632024544,135.831109285354,,,,,,,,,,,,
86,,6110070,1,20250523,305,14,9,0,0,0,0,0,12,10,0,0,0,0,0,3,202505230305,34.98630409707048,135.82777261734,,,,,,,,,,,,
86,,6110080,1,20250523,305,11,20,0,0,0,0,0,10,8,0,0,0,0,0,3,202505230305,34.91099177877929,135.744452476501,,,,,,,,,,,,
86,,6110090,1,20250523,305,12,11,0,0,0,0,0,13,10,0,0,0,0,0,3,202505230305,34.805311519271704,135.649480819702,,,,,,,,,,,,
86,,6110100,1,20250523,305,4,7,0,0,0,0,0,4,0,0,0,0,0,0,3,202505230305,34.81945711253497,135.720393061637,,,,,,,,,,,,
86,,6110110,1,20250523,305,5,1,0,0,0,0,0,15,2,0,0,0,0,0,3,202505230305,34.71960434074075,135.436824560165,,,,,,,,,,,,
86,,6110120,1,20250523,305,8,5,0,0,0,0,0,8,2,0,0,0,0,0,3,202505230305,34.64078623273222,135.106242299079,,,,,,,,,,,,
86,,6110130,1,20250523,305,16,21,0,0,0,0,0,9,21,0,0,0,0,0,3,202505230305,34.75756172115131,134.859353005886,,,,,,,,,,,,
86,,6110150,1,20250523,305,11,19,0,0,0,0,0,11,13,0,0,0,0,0,3,202505230305,34.847425137493005,134.578367471694,,,,,,,,,,,,
86,,6110160,1,20250523,305,8,8,0,0,0,0,0,6,14,0,0,0,0,0,3,202505230305,34.824513790274004,134.512607753276,,,,,,,,,,,,
86,,6110170,1,20250523,305,1,4,0,0,0,0,0,1,3,0,0,0,0,0,3,202505230305,36.23649392464164,136.286623477935,,,,,,,,,,,,
86,,6110180,1,20250523,305,1,4,0,0,0,0,0,0,4,0,0,0,0,0,3,202505230305,35.792989034822035,136.092793,,,,,,,,,,,,
86,,6110190,1,20250523,305,5,2,0,0,0,0,0,0,5,0,0,0,0,0,3,202505230305,35.62256603460919,136.08205800000002,,,,,,,,,,,,
86,,6110200,1,20250523,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,35.319800029709974,136.279370784759,,,,,,,,,,,,
86,,6110210,1,20250523,305,3,2,0,0,0,0,0,2,4,0,0,0,0,0,3,202505230305,35.25049070224537,136.262805461883,,,,,,,,,,,,
86,,6110220,1,20250523,305,4,2,0,0,0,0,0,2,3,0,0,0,0,0,3,202505230305,35.135413702721344,136.168110072612,,,,,,,,,,,,
86,,6110230,1,20250523,305,5,1,0,0,0,0,0,2,6,0,0,0,0,0,3,202505230305,35.05193480694747,136.028718352317,,,,,,,,,,,,
86,,6110240,1,20250523,305,6,1,0,0,0,0,0,6,5,0,0,0,0,0,3,202505230305,34.97508726487281,135.666646957397,,,,,,,,,,,,
86,,6110250,1,20250523,305,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,202505230305,35.290674394918256,135.122528672218,,,,,,,,,,,,
86,,6110260,1,20250523,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,35.33418386481987,134.859425425529,,,,,,,,,,,,
86,,6110270,1,20250523,305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,202505230305,35.37906081109355,134.782794713974,,,,,,,,,,,,
86,,6110280,1,20250523,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,35.39752934547739,134.617635011672,,,,,,,,,,,,
86,,6110290,1,20250523,305,1,4,0,0,0,0,0,0,4,0,0,0,0,0,3,202505230305,35.3445505431606,136.408736407756,,,,,,,,,,,,
86,,6110300,1,20250523,305,3,1,0,0,0,0,0,9,1,0,0,0,0,0,3,202505230305,34.929386538763445,135.767959356307,,,,,,,,,,,,
86,,6110310,1,20250523,305,18,3,0,0,0,0,0,8,1,0,0,0,0,0,3,202505230305,34.692826863672394,135.811829566955,,,,,,,,,,,,
86,,6110320,1,20250523,305,,,,0,0,0,1,,,,0,0,0,1,3,202505230305,34.49633103313339,135.742759,,,,,,,,,,,,
86,,6110330,1,20250523,305,7,1,0,0,0,0,0,7,2,0,0,0,0,0,3,202505230305,34.255336527005475,135.221571922302,,,,,,,,,,,,
86,,6110340,1,20250523,305,7,4,0,0,0,0,0,7,4,0,0,0,0,0,3,202505230305,34.59261679509626,135.476585626602,,,,,,,,,,,,
86,,6110350,1,20250523,305,17,6,0,0,0,0,0,12,2,0,0,0,0,0,3,202505230305,34.492391818044126,135.423381328582,,,,,,,,,,,,
86,,6110361,1,20250523,305,2,3,0,0,0,0,0,3,2,0,0,0,0,0,3,202505230305,34.27701629033371,135.164935521261,,,,,,,,,,,,
86,,6110362,1,20250523,305,3,3,0,0,0,0,0,0,2,0,0,0,0,0,3,202505230305,34.265713194676096,135.165954437361,,,,,,,,,,,,
86,,6110370,1,20250523,305,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,202505230305,35.61308303459727,135.971192,,,,,,,,,,,,
86,,6110380,1,20250523,305,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,202505230305,35.486004106628485,135.463869273662,,,,,,,,,,,,
86,,6110390,1,20250523,305,1,0,0,0,0,0,0,1,3,0,0,0,0,0,3,202505230305,35.30401991598347,135.272947382363,,,,,,,,,,,,
86,,6110410,1,20250523,305,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505230305,34.99524305806187,134.558363556861,,,,,,,,,,,,
86,,6110420,1,20250523,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,35.281340854617625,134.54649746418,,,,,,,,,,,,
86,,6110430,1,20250523,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,33.577233165562106,135.427241160067,,,,,,,,,,,,
86,,6110440,1,20250523,305,4,1,0,0,0,0,0,4,1,0,0,0,0,0,3,202505230305,34.143380032647656,135.20039,,,,,,,,,,,,
86,,6110450,1,20250523,305,11,8,0,0,0,0,0,20,15,0,0,0,0,0,3,202505230305,34.71254919312948,135.425688028335,,,,,,,,,,,,
86,,6110460,1,20250523,305,2,2,0,0,0,0,0,2,4,0,0,0,0,0,3,202505230305,35.431053158155514,136.016224622726,,,,,,,,,,,,
86,,6110470,1,20250523,305,3,3,0,0,0,0,0,4,15,0,0,0,0,0,3,202505230305,35.21341864052877,135.925826132297,,,,,,,,,,,,
86,,6110500,1,20250523,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505230305,35.10094221794055,135.892639160156,,,,,,,,,,,,
86,,6110510,1,20250523,305,1,3,0,0,0,0,0,6,7,0,0,0,0,0,3,202505230305,35.080206671418715,135.881878137588,,,,,,,,,,,,
86,,6110520,1,20250523,305,6,7,0,0,0,0,0,1,2,2,0,0,0,0,3,202505230305,35.00895503826151,135.838812589645,,,,,,,,,,,,
86,,6110530,1,20250523,305,6,5,0,0,0,0,0,6,11,0,0,0,0,0,3,202505230305,34.8925928963683,135.684016942977,,,,,,,,,,,,
86,,6110540,1,20250523,305,0,2,0,0,0,0,0,5,1,0,0,0,0,0,3,202505230305,34.686726631641484,134.982630014419,,,,,,,,,,,,
86,,6110550,1,20250523,305,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,202505230305,35.04658141349765,134.987468719482,,,,,,,,,,,,
86,,6110650,1,20250523,305,6,4,0,0,0,0,0,6,4,0,0,0,0,0,3,202505230305,34.53594852398045,135.777744054,,,,,,,,,,,,
86,,6110670,1,20250523,305,3,2,0,0,0,0,0,6,1,0,0,0,0,0,3,202505230305,34.486465033119956,135.763168,,,,,,,,,,,,
86,,6110700,1,20250523,305,5,1,0,0,0,0,0,4,6,0,0,0,0,0,3,202505230305,34.36883103295914,135.698397,,,,,,,,,,,,
86,,6110710,1,20250523,305,2,2,0,0,0,0,0,3,6,0,0,0,0,0,3,202505230305,34.346251032928144,135.675464,,,,,,,,,,,,
86,,6110720,1,20250523,305,1,2,0,0,0,0,0,3,6,0,0,0,0,0,3,202505230305,34.34307531292378,135.6723947,,,,,,,,,,,,
